protein_id,is_curated_GO,pctl_truncated,z_truncated,moderate_truncated,category_truncated,pctl_windowed_mean,z_windowed_mean,moderate_windowed_mean,category_windowed_mean,pctl_windowed_max,z_windowed_max,moderate_windowed_max,category_windowed_max,description,pctl_delta_mean,pctl_delta_max
XP_010657929.2,False,96.925,1.413,False,NBS_LRR,97.459,1.4166,False,NBS_LRR,97.507,1.4101,False,NBS_LRR,XP_010657929.2 disease resistance protein At4g27190 isoform X2 [Vitis vinifera],0.534,0.582
XP_059596456.1,False,96.857,1.4004,False,NBS_LRR,97.071,1.3581,False,NBS_LRR,97.431,1.4048,False,NBS_LRR,XP_059596456.1 uncharacterized protein LOC132254579 [Vitis vinifera],0.214,0.574
XP_002267228.2,False,97.64,1.5208,False,NBS_LRR,98.336,1.5235,False,NBS_LRR,98.211,1.4978,False,NBS_LRR,XP_002267228.2 putative disease resistance RPP13-like protein 1 [Vitis vinifera],0.696,0.571
XP_059592296.1,False,78.935,0.5558,False,NBS_LRR,79.393,0.5498,False,NBS_LRR,79.501,0.5525,False,NBS_LRR,"XP_059592296.1 PH, RCC1 and FYVE domains-containing protein 1 isoform X2 [Vitis vinifera]",0.458,0.566
XP_010658167.1,False,98.701,0.8369,False,defense_signaling,99.611,0.8856,True,defense_signaling,99.264,0.8596,True,defense_signaling,XP_010658167.1 uncharacterized protein LOC100248506 isoform X1 [Vitis vinifera],0.91,0.563
XP_019071905.1,False,98.735,1.6983,False,NBS_LRR,99.54,1.7343,True,NBS_LRR,99.294,1.6912,True,NBS_LRR,XP_019071905.1 disease resistance protein RUN1 [Vitis vinifera],0.805,0.559
XP_010662231.1,False,95.442,0.7665,False,defense_signaling,96.092,0.7756,False,defense_signaling,96.001,0.773,False,defense_signaling,XP_010662231.1 ATP-dependent DNA helicase SRS2-like protein At4g25120 isoform X4 [Vitis vinifera],0.65,0.559
XP_059591003.1,False,58.718,0.3374,False,cell_death_HR,63.184,0.4116,False,cell_death_HR,59.276,0.3448,False,cell_death_HR,"XP_059591003.1 stromal processing peptidase, chloroplastic isoform X2 [Vitis vinifera]",4.466,0.558
XP_019075515.2,False,98.742,1.7012,False,NBS_LRR,99.276,1.6866,True,NBS_LRR,99.296,1.694,True,NBS_LRR,XP_019075515.2 disease resistance protein RUN1-like [Vitis vinifera],0.534,0.554
XP_002280668.1,False,98.538,1.235,False,RLK_defense,98.767,1.2722,False,RLK_defense,99.092,1.3066,True,RLK_defense,XP_002280668.1 probable LRR receptor-like serine/threonine-protein kinase At4g36180 [Vitis vinifera],0.229,0.554
XP_010658168.1,False,98.701,0.8369,False,defense_signaling,99.518,0.8801,True,defense_signaling,99.252,0.8591,True,defense_signaling,XP_010658168.1 uncharacterized protein LOC100248506 isoform X3 [Vitis vinifera],0.817,0.551
XP_002272836.3,False,96.665,1.1619,False,cell_death_HR,97.576,1.2133,False,cell_death_HR,97.214,1.191,False,cell_death_HR,XP_002272836.3 uncharacterized protein LOC100247332 [Vitis vinifera],0.911,0.549
XP_059597113.1,False,98.863,1.7175,False,NBS_LRR,99.495,1.726,True,NBS_LRR,99.412,1.7097,True,NBS_LRR,XP_059597113.1 disease resistance protein RPV1 isoform X1 [Vitis vinifera],0.632,0.549
XP_010657920.1,False,97.736,1.5434,False,NBS_LRR,98.341,1.5248,False,NBS_LRR,98.275,1.5214,False,NBS_LRR,XP_010657920.1 probable disease resistance protein At4g27220 [Vitis vinifera],0.605,0.539
XP_019073754.1,False,98.242,1.5896,False,NBS_LRR,98.916,1.6358,False,NBS_LRR,98.778,1.6281,False,NBS_LRR,XP_019073754.1 disease resistance protein RPV1-like [Vitis vinifera],0.674,0.536
XP_019073755.1,False,98.242,1.5896,False,NBS_LRR,98.916,1.6358,False,NBS_LRR,98.778,1.6281,False,NBS_LRR,XP_019073755.1 disease resistance protein RPV1-like [Vitis vinifera],0.674,0.536
XP_002285900.1,False,80.53,0.7181,False,cell_death_HR,80.501,0.7016,False,antimicrobial,81.059,0.7099,False,cell_death_HR,XP_002285900.1 DNA-directed RNA polymerase II subunit RPB1 [Vitis vinifera],-0.029,0.529
XP_010658097.1,False,98.762,1.7068,False,NBS_LRR,99.274,1.6862,True,NBS_LRR,99.289,1.6895,True,NBS_LRR,XP_010658097.1 disease resistance protein At4g27190-like [Vitis vinifera],0.512,0.527
XP_002282331.2,False,97.455,1.0277,False,PR_proteins,97.76,1.0395,False,PR_proteins,97.982,1.0459,False,PR_proteins,XP_002282331.2 uncharacterized protein LOC100255855 [Vitis vinifera],0.305,0.527
XP_002278935.2,False,99.286,1.3321,True,RLK_defense,99.587,1.3857,True,RLK_defense,99.813,1.4262,True,RLK_defense,XP_002278935.2 systemin receptor SR160 [Vitis vinifera],0.301,0.527
XP_019079244.1,False,90.208,0.8808,False,NBS_LRR,89.089,0.8062,False,NBS_LRR,90.735,0.8854,False,NBS_LRR,XP_019079244.1 protein ENHANCED DOWNY MILDEW 2 isoform X3 [Vitis vinifera],-1.119,0.527
XP_019079242.1,False,90.208,0.8808,False,NBS_LRR,89.089,0.8062,False,NBS_LRR,90.735,0.8854,False,NBS_LRR,XP_019079242.1 protein ENHANCED DOWNY MILDEW 2 isoform X3 [Vitis vinifera],-1.119,0.527
XP_019080959.2,False,46.234,0.1121,False,cell_death_HR,53.468,0.2452,False,cell_death_HR,46.756,0.1208,False,cell_death_HR,XP_019080959.2 retrovirus-related Pol polyprotein from transposon RE1 [Vitis vinifera],7.234,0.522
XP_010662980.1,False,37.48,0.0832,False,defense_signaling,37.785,0.0887,False,defense_signaling,38.001,0.0918,False,defense_signaling,XP_010662980.1 uncharacterized protein LOC100265790 isoform X2 [Vitis vinifera],0.305,0.521
XP_010648148.1,False,98.971,1.7378,False,NBS_LRR,99.444,1.7171,True,NBS_LRR,99.491,1.7224,True,NBS_LRR,XP_010648148.1 disease resistance protein RPV1 [Vitis vinifera],0.473,0.52
XP_002276855.1,False,89.587,0.8761,False,antimicrobial,90.995,0.9081,False,antimicrobial,90.106,0.887,False,antimicrobial,XP_002276855.1 clathrin heavy chain 2 [Vitis vinifera],1.408,0.519
XP_003631896.2,False,98.683,1.252,False,RLK_defense,98.979,1.2899,False,RLK_defense,99.2,1.3253,True,RLK_defense,XP_003631896.2 probable LRR receptor-like serine/threonine-protein kinase At4g36180 [Vitis vinifera],0.296,0.517
XP_010653998.1,False,98.843,1.2727,False,RLK_defense,99.156,1.3126,True,RLK_defense,99.348,1.3535,True,RLK_defense,XP_010653998.1 LRR receptor-like serine/threonine-protein kinase GSO1 isoform X3 [Vitis vinifera],0.313,0.505
XP_002265391.1,False,95.294,1.2141,False,NBS_LRR,95.486,1.1904,False,NBS_LRR,95.799,1.2082,False,NBS_LRR,XP_002265391.1 putative disease resistance RPP13-like protein 1 [Vitis vinifera],0.192,0.505
XP_010665036.1,False,82.453,0.6168,False,defense_signaling,82.601,0.6154,False,defense_signaling,82.946,0.6181,False,defense_signaling,XP_010665036.1 putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D [Vitis vinifera],0.148,0.493
XP_059590324.1,False,82.453,0.6168,False,defense_signaling,82.601,0.6154,False,defense_signaling,82.946,0.6181,False,defense_signaling,XP_059590324.1 putative 1-phosphatidylinositol-3-phosphate 5-kinase FAB1D [Vitis vinifera],0.148,0.493
XP_059595944.1,False,74.171,0.5354,False,defense_signaling,74.692,0.5377,False,defense_signaling,74.663,0.536,False,defense_signaling,XP_059595944.1 mediator of RNA polymerase II transcription subunit 16 isoform X2 [Vitis vinifera],0.521,0.492
XP_059597192.1,False,97.017,1.4308,False,NBS_LRR,97.539,1.4267,False,NBS_LRR,97.507,1.4101,False,NBS_LRR,XP_059597192.1 disease resistance protein At4g27190 isoform X1 [Vitis vinifera],0.522,0.49
XP_059592983.1,False,98.801,1.7129,False,NBS_LRR,99.225,1.6803,True,NBS_LRR,99.291,1.6909,True,NBS_LRR,XP_059592983.1 disease resistance protein RPV1-like [Vitis vinifera],0.424,0.49
XP_002271241.2,False,95.019,0.9965,False,antimicrobial,95.624,1.0246,False,antimicrobial,95.506,1.0186,False,antimicrobial,XP_002271241.2 phospholipid-transporting ATPase 1 [Vitis vinifera],0.605,0.487
XP_019079394.1,False,96.941,1.416,False,NBS_LRR,97.423,1.4072,False,NBS_LRR,97.428,1.4046,False,NBS_LRR,XP_019079394.1 disease resistance protein At4g27190 isoform X3 [Vitis vinifera],0.482,0.487
XP_002262628.3,False,99.439,1.7833,True,NBS_LRR,99.86,1.7707,True,NBS_LRR,99.919,1.7815,True,NBS_LRR,XP_002262628.3 disease resistance protein At4g27190 [Vitis vinifera],0.421,0.48
XP_002280075.2,False,97.034,1.0244,False,NBS_LRR,97.305,1.0538,False,NBS_LRR,97.512,1.1002,False,NBS_LRR,XP_002280075.2 probable LRR receptor-like serine/threonine-protein kinase At3g47570 isoform X1 [Vitis vinifera],0.271,0.478
XP_002271823.2,False,91.738,0.9232,False,antimicrobial,92.339,0.9375,False,antimicrobial,92.211,0.9334,False,antimicrobial,XP_002271823.2 protease Do-like 7 isoform X1 [Vitis vinifera],0.601,0.473
XP_019079345.1,False,97.017,1.4308,False,NBS_LRR,97.285,1.4024,False,NBS_LRR,97.488,1.4082,False,NBS_LRR,XP_019079345.1 disease resistance protein At4g27190 isoform X3 [Vitis vinifera],0.268,0.471
XP_010657930.2,False,97.017,1.4308,False,NBS_LRR,97.268,1.3966,False,NBS_LRR,97.488,1.4082,False,NBS_LRR,XP_010657930.2 disease resistance protein At4g27190 isoform X4 [Vitis vinifera],0.251,0.471
XP_019079348.1,False,97.017,1.4308,False,NBS_LRR,97.439,1.4107,False,NBS_LRR,97.488,1.4082,False,NBS_LRR,XP_019079348.1 disease resistance protein At4g27190 isoform X5 [Vitis vinifera],0.422,0.471
XP_019079349.1,False,97.017,1.4308,False,NBS_LRR,97.439,1.4107,False,NBS_LRR,97.488,1.4082,False,NBS_LRR,XP_019079349.1 disease resistance protein At4g27190 isoform X5 [Vitis vinifera],0.422,0.471
XP_059592430.1,False,59.191,0.378,False,defense_signaling,59.787,0.3813,False,defense_signaling,59.661,0.379,False,defense_signaling,XP_059592430.1 filament-like plant protein 4 [Vitis vinifera],0.596,0.47
XP_059592432.1,False,59.191,0.378,False,defense_signaling,59.787,0.3813,False,defense_signaling,59.661,0.379,False,defense_signaling,XP_059592432.1 filament-like plant protein 4 [Vitis vinifera],0.596,0.47
XP_059592535.1,False,96.271,1.0432,False,antimicrobial,96.626,1.0528,False,antimicrobial,96.741,1.0526,False,antimicrobial,XP_059592535.1 uncharacterized protein LOC116803646 [Vitis vinifera],0.355,0.47
XP_059592431.1,False,59.191,0.378,False,defense_signaling,59.787,0.3813,False,defense_signaling,59.661,0.379,False,defense_signaling,XP_059592431.1 filament-like plant protein 4 [Vitis vinifera],0.596,0.47
XP_059592429.1,False,59.191,0.378,False,defense_signaling,59.787,0.3813,False,defense_signaling,59.661,0.379,False,defense_signaling,XP_059592429.1 filament-like plant protein 4 [Vitis vinifera],0.596,0.47
XP_002270457.1,False,90.296,0.886,False,NBS_LRR,90.722,0.8826,False,NBS_LRR,90.761,0.8871,False,NBS_LRR,"XP_002270457.1 calcium-transporting ATPase 12, plasma membrane-type-like [Vitis vinifera]",0.426,0.465
XP_010661240.1,False,99.132,1.7502,True,NBS_LRR,99.489,1.7251,True,NBS_LRR,99.588,1.7347,True,NBS_LRR,XP_010661240.1 TMV resistance protein N isoform X1 [Vitis vinifera],0.357,0.456
XP_010661242.1,False,99.132,1.7502,True,NBS_LRR,99.489,1.7251,True,NBS_LRR,99.588,1.7347,True,NBS_LRR,XP_010661242.1 TMV resistance protein N isoform X1 [Vitis vinifera],0.357,0.456
XP_010656403.1,False,53.286,0.3069,False,defense_signaling,53.935,0.3126,False,defense_signaling,53.741,0.3088,False,defense_signaling,XP_010656403.1 uncharacterized protein LOC100267909 isoform X1 [Vitis vinifera],0.649,0.455
XP_010649734.1,False,71.481,0.5085,False,defense_signaling,71.889,0.5098,False,defense_signaling,71.929,0.5097,False,defense_signaling,XP_010649734.1 PWWP domain-containing protein 1 isoform X2 [Vitis vinifera],0.408,0.448
XP_059598640.1,False,89.845,0.8664,False,NBS_LRR,90.525,0.8683,False,NBS_LRR,90.291,0.8582,False,NBS_LRR,XP_059598640.1 uncharacterized protein LOC100854480 isoform X2 [Vitis vinifera],0.68,0.446
XP_019079883.1,False,96.438,1.3356,False,NBS_LRR,97.171,1.3848,False,NBS_LRR,96.878,1.3281,False,NBS_LRR,XP_019079883.1 putative disease resistance RPP13-like protein 1 [Vitis vinifera],0.733,0.44
XP_019079884.1,False,96.438,1.3356,False,NBS_LRR,97.171,1.3848,False,NBS_LRR,96.878,1.3281,False,NBS_LRR,XP_019079884.1 putative disease resistance RPP13-like protein 1 [Vitis vinifera],0.733,0.44
XP_019079035.2,False,97.763,1.5439,False,NBS_LRR,97.943,1.4678,False,NBS_LRR,98.203,1.4953,False,NBS_LRR,XP_019079035.2 putative disease resistance RPP13-like protein 1 isoform X2 [Vitis vinifera],0.18,0.44
XP_010664557.1,False,94.027,0.7464,False,defense_signaling,94.571,0.7525,False,defense_signaling,94.46,0.7497,False,defense_signaling,XP_010664557.1 kinesin-like protein KIN-4A isoform X3 [Vitis vinifera],0.544,0.433
XP_019074359.1,False,98.782,1.7078,False,NBS_LRR,98.43,1.5598,False,NBS_LRR,99.21,1.6785,True,NBS_LRR,XP_019074359.1 disease resistance protein RPP13 [Vitis vinifera],-0.352,0.428
XP_002271388.1,False,98.762,1.2649,False,RLK_defense,99.05,1.2983,True,RLK_defense,99.19,1.3227,True,RLK_defense,XP_002271388.1 leucine-rich repeat receptor-like protein kinase PEPR1 [Vitis vinifera],0.288,0.428
XP_010664556.1,False,94.371,0.7509,False,defense_signaling,94.881,0.7577,False,defense_signaling,94.797,0.7557,False,defense_signaling,XP_010664556.1 kinesin-like protein KIN-4A isoform X2 [Vitis vinifera],0.51,0.426
XP_003631316.2,False,94.826,1.1803,False,NBS_LRR,93.919,1.0815,False,NBS_LRR,95.248,1.1162,False,NBS_LRR,XP_003631316.2 uncharacterized protein LOC100855072 isoform X1 [Vitis vinifera],-0.907,0.422
XP_010657771.1,False,98.696,1.6833,False,NBS_LRR,99.316,1.6906,True,NBS_LRR,99.112,1.662,True,NBS_LRR,XP_010657771.1 disease resistance protein RPV1 isoform X2 [Vitis vinifera],0.62,0.416
XP_010662229.1,False,94.576,0.7533,False,defense_signaling,95.189,0.7626,False,defense_signaling,94.989,0.7584,False,defense_signaling,XP_010662229.1 ATP-dependent DNA helicase SRS2-like protein At4g25120 isoform X3 [Vitis vinifera],0.613,0.413
XP_002273784.1,False,97.032,0.7929,False,defense_signaling,97.337,0.7997,False,defense_signaling,97.438,0.8002,False,defense_signaling,XP_002273784.1 squamosa promoter-binding-like protein 14 [Vitis vinifera],0.305,0.406
XP_002279498.1,False,93.808,1.0369,False,cell_death_HR,94.288,1.0576,False,cell_death_HR,94.214,1.054,False,cell_death_HR,"XP_002279498.1 putative calcium-transporting ATPase 13, plasma membrane-type [Vitis vinifera]",0.48,0.406
XP_059590317.1,False,98.993,1.7422,False,NBS_LRR,99.328,1.6954,True,NBS_LRR,99.399,1.707,True,NBS_LRR,XP_059590317.1 disease resistance protein RUN1-like [Vitis vinifera],0.335,0.406
XP_059597117.1,False,98.875,1.7193,False,NBS_LRR,99.119,1.6631,True,NBS_LRR,99.276,1.6867,True,NBS_LRR,XP_059597117.1 disease resistance protein RPV1 isoform X3 [Vitis vinifera],0.244,0.401
XP_059591028.1,False,98.991,1.7422,False,NBS_LRR,99.85,1.7665,True,NBS_LRR,99.387,1.7065,True,NBS_LRR,XP_059591028.1 disease resistance protein RPV1-like [Vitis vinifera],0.859,0.396
XP_010660212.1,False,90.601,0.8189,False,antimicrobial,91.381,0.7976,False,antimicrobial,90.995,0.8119,False,antimicrobial,XP_010660212.1 uncharacterized protein LOC100253500 isoform X2 [Vitis vinifera],0.78,0.394
XP_019071787.1,False,99.488,1.7913,True,NBS_LRR,99.818,1.7543,True,NBS_LRR,99.879,1.7688,True,NBS_LRR,XP_019071787.1 disease resistance protein RUN1-like [Vitis vinifera],0.33,0.391
XP_010650305.2,False,99.505,1.7938,True,NBS_LRR,99.847,1.7647,True,NBS_LRR,99.894,1.7735,True,NBS_LRR,XP_010650305.2 disease resistance protein RUN1-like [Vitis vinifera],0.342,0.389
XP_002277289.2,False,86.201,0.6553,False,defense_signaling,90.151,0.6955,False,defense_signaling,86.589,0.6578,False,defense_signaling,XP_002277289.2 uncharacterized protein LOC100264071 [Vitis vinifera],3.95,0.388
XP_059593828.1,False,25.65,-0.1832,False,defense_signaling,26.767,-0.1508,False,defense_signaling,26.037,-0.1698,False,defense_signaling,XP_059593828.1 protein HUA2-LIKE 2 isoform X2 [Vitis vinifera],1.117,0.387
XP_010656422.1,False,93.305,0.7362,False,defense_signaling,94.128,0.7465,False,defense_signaling,93.684,0.7389,False,defense_signaling,XP_010656422.1 nuclear pore complex protein NUP205 isoform X1 [Vitis vinifera],0.823,0.379
XP_010656423.1,False,93.305,0.7362,False,defense_signaling,94.113,0.7463,False,defense_signaling,93.684,0.7389,False,defense_signaling,XP_010656423.1 nuclear pore complex protein NUP205 isoform X2 [Vitis vinifera],0.808,0.379
XP_059592702.1,False,95.506,0.8461,False,antimicrobial,95.764,0.8392,False,antimicrobial,95.878,0.8392,False,antimicrobial,XP_059592702.1 E3 ubiquitin-protein ligase UPL6 isoform X1 [Vitis vinifera],0.258,0.372
XP_010655393.1,False,41.097,0.1482,False,defense_signaling,43.37,0.1772,False,defense_signaling,41.467,0.1496,False,defense_signaling,XP_010655393.1 uncharacterized protein LOC100247051 isoform X1 [Vitis vinifera],2.273,0.37
XP_010659324.1,False,99.348,0.8673,True,defense_signaling,99.813,0.905,True,defense_signaling,99.712,0.8886,True,defense_signaling,XP_010659324.1 clustered mitochondria protein [Vitis vinifera],0.465,0.364
XP_019078994.1,False,98.696,1.6833,False,NBS_LRR,99.324,1.6927,True,NBS_LRR,99.059,1.6601,True,NBS_LRR,XP_019078994.1 disease resistance protein RPV1 isoform X1 [Vitis vinifera],0.628,0.363
XP_059597296.1,False,98.696,1.6833,False,NBS_LRR,99.324,1.6927,True,NBS_LRR,99.059,1.6601,True,NBS_LRR,XP_059597296.1 disease resistance protein RPV1 isoform X1 [Vitis vinifera],0.628,0.363
XP_002279979.2,False,99.262,1.3281,True,RLK_defense,99.434,1.3632,True,RLK_defense,99.623,1.3931,True,RLK_defense,XP_002279979.2 LRR receptor-like serine/threonine-protein kinase RPK2 [Vitis vinifera],0.172,0.361
XP_002265872.2,False,94.49,0.7522,False,defense_signaling,94.893,0.7579,False,defense_signaling,94.851,0.7564,False,defense_signaling,XP_002265872.2 conserved oligomeric Golgi complex subunit 1 [Vitis vinifera],0.403,0.361
XP_002269905.1,False,89.039,0.8644,False,antimicrobial,90.532,0.8975,False,antimicrobial,89.398,0.872,False,antimicrobial,XP_002269905.1 clathrin heavy chain 1 [Vitis vinifera],1.493,0.359
XP_002280418.1,False,97.608,1.2127,False,cell_death_HR,98.132,1.2521,False,cell_death_HR,97.967,1.2395,False,cell_death_HR,XP_002280418.1 putative phospholipid-transporting ATPase 9 [Vitis vinifera],0.524,0.359
XP_019073762.1,False,98.223,1.5832,False,NBS_LRR,98.644,1.5969,False,NBS_LRR,98.577,1.5755,False,NBS_LRR,XP_019073762.1 disease resistance protein RUN1 [Vitis vinifera],0.421,0.354
XP_059590343.1,False,98.223,1.5832,False,NBS_LRR,98.644,1.5969,False,NBS_LRR,98.577,1.5755,False,NBS_LRR,XP_059590343.1 disease resistance protein RUN1 [Vitis vinifera],0.421,0.354
XP_059590344.1,False,98.223,1.5832,False,NBS_LRR,98.644,1.5969,False,NBS_LRR,98.577,1.5755,False,NBS_LRR,XP_059590344.1 disease resistance protein RUN1 [Vitis vinifera],0.421,0.354
XP_059590578.1,False,98.883,1.7224,False,NBS_LRR,99.771,1.7475,True,NBS_LRR,99.237,1.6834,True,NBS_LRR,XP_059590578.1 disease resistance protein RUN1 [Vitis vinifera],0.888,0.354
XP_002270207.2,False,96.685,0.9132,False,NBS_LRR,96.936,0.9304,False,RLK_defense,97.037,0.9568,False,RLK_defense,XP_002270207.2 probable LRR receptor-like serine/threonine-protein kinase At3g47570 [Vitis vinifera],0.251,0.352
XP_059598095.1,False,97.045,1.4352,False,NBS_LRR,98.091,1.4872,False,NBS_LRR,97.395,1.3933,False,NBS_LRR,XP_059598095.1 putative disease resistance RPP13-like protein 1 isoform X1 [Vitis vinifera],1.046,0.35
XP_059598096.1,False,97.045,1.4352,False,NBS_LRR,98.091,1.4872,False,NBS_LRR,97.395,1.3933,False,NBS_LRR,XP_059598096.1 putative disease resistance RPP13-like protein 1 isoform X1 [Vitis vinifera],1.046,0.35
XP_059598097.1,False,97.045,1.4352,False,NBS_LRR,98.091,1.4872,False,NBS_LRR,97.395,1.3933,False,NBS_LRR,XP_059598097.1 putative disease resistance RPP13-like protein 1 isoform X1 [Vitis vinifera],1.046,0.35
XP_059598094.1,False,97.045,1.4352,False,NBS_LRR,98.091,1.4872,False,NBS_LRR,97.395,1.3933,False,NBS_LRR,XP_059598094.1 putative disease resistance RPP13-like protein 1 isoform X1 [Vitis vinifera],1.046,0.35
XP_059598093.1,False,97.045,1.4352,False,NBS_LRR,98.091,1.4872,False,NBS_LRR,97.395,1.3933,False,NBS_LRR,XP_059598093.1 putative disease resistance RPP13-like protein 1 isoform X1 [Vitis vinifera],1.046,0.35
XP_059598100.1,False,97.045,1.4352,False,NBS_LRR,98.091,1.4872,False,NBS_LRR,97.395,1.3933,False,NBS_LRR,XP_059598100.1 putative disease resistance RPP13-like protein 1 isoform X1 [Vitis vinifera],1.046,0.35
XP_059598091.1,False,97.045,1.4352,False,NBS_LRR,98.091,1.4872,False,NBS_LRR,97.395,1.3933,False,NBS_LRR,XP_059598091.1 putative disease resistance RPP13-like protein 1 isoform X1 [Vitis vinifera],1.046,0.35
XP_059598092.1,False,97.045,1.4352,False,NBS_LRR,98.091,1.4872,False,NBS_LRR,97.395,1.3933,False,NBS_LRR,XP_059598092.1 putative disease resistance RPP13-like protein 1 isoform X1 [Vitis vinifera],1.046,0.35
XP_059598098.1,False,97.045,1.4352,False,NBS_LRR,98.091,1.4872,False,NBS_LRR,97.395,1.3933,False,NBS_LRR,XP_059598098.1 putative disease resistance RPP13-like protein 1 isoform X1 [Vitis vinifera],1.046,0.35
XP_059598099.1,False,97.045,1.4352,False,NBS_LRR,98.091,1.4872,False,NBS_LRR,97.395,1.3933,False,NBS_LRR,XP_059598099.1 putative disease resistance RPP13-like protein 1 isoform X1 [Vitis vinifera],1.046,0.35
XP_059590902.1,False,99.513,1.7968,True,NBS_LRR,99.732,1.745,True,NBS_LRR,99.862,1.7614,True,NBS_LRR,XP_059590902.1 disease resistance protein RPV1-like [Vitis vinifera],0.219,0.349
XP_019071994.2,False,99.513,1.7968,True,NBS_LRR,99.732,1.745,True,NBS_LRR,99.862,1.7614,True,NBS_LRR,XP_019071994.2 disease resistance protein RPV1-like [Vitis vinifera],0.219,0.349
XP_059590901.1,False,99.513,1.7968,True,NBS_LRR,99.732,1.745,True,NBS_LRR,99.862,1.7614,True,NBS_LRR,XP_059590901.1 disease resistance protein RPV1-like [Vitis vinifera],0.219,0.349
XP_010664555.1,False,94.461,0.7519,False,defense_signaling,94.912,0.7583,False,defense_signaling,94.806,0.7559,False,defense_signaling,XP_010664555.1 kinesin-like protein KIN-4A isoform X1 [Vitis vinifera],0.451,0.345
XP_059591046.1,False,94.461,0.7519,False,defense_signaling,94.912,0.7583,False,defense_signaling,94.806,0.7559,False,defense_signaling,XP_059591046.1 kinesin-like protein KIN-4A isoform X1 [Vitis vinifera],0.451,0.345
XP_059590453.1,False,96.316,1.0104,False,NBS_LRR,97.101,1.1288,False,NBS_LRR,96.658,1.061,False,NBS_LRR,XP_059590453.1 pentatricopeptide repeat-containing protein At1g19720 [Vitis vinifera],0.785,0.342
XP_059593146.1,False,98.614,1.6635,False,NBS_LRR,98.964,1.6435,False,NBS_LRR,98.955,1.6454,False,NBS_LRR,XP_059593146.1 toMV resistance protein Tm-2(2)-like isoform X2 [Vitis vinifera],0.35,0.341
XP_059591194.1,False,98.913,1.7299,False,NBS_LRR,99.162,1.6662,True,NBS_LRR,99.253,1.685,True,NBS_LRR,XP_059591194.1 putative disease resistance protein RGA4 [Vitis vinifera],0.249,0.34
XP_059591195.1,False,98.913,1.7299,False,NBS_LRR,99.162,1.6662,True,NBS_LRR,99.253,1.685,True,NBS_LRR,XP_059591195.1 putative disease resistance protein RGA4 [Vitis vinifera],0.249,0.34
XP_059591196.1,False,98.913,1.7299,False,NBS_LRR,99.162,1.6662,True,NBS_LRR,99.253,1.685,True,NBS_LRR,XP_059591196.1 putative disease resistance protein RGA4 [Vitis vinifera],0.249,0.34
XP_059591197.1,False,98.913,1.7299,False,NBS_LRR,99.162,1.6662,True,NBS_LRR,99.253,1.685,True,NBS_LRR,XP_059591197.1 putative disease resistance protein RGA4 [Vitis vinifera],0.249,0.34
XP_059591198.1,False,98.913,1.7299,False,NBS_LRR,99.162,1.6662,True,NBS_LRR,99.253,1.685,True,NBS_LRR,XP_059591198.1 putative disease resistance protein RGA4 [Vitis vinifera],0.249,0.34
XP_059591187.1,False,98.913,1.7299,False,NBS_LRR,99.162,1.6662,True,NBS_LRR,99.253,1.685,True,NBS_LRR,XP_059591187.1 putative disease resistance protein RGA4 [Vitis vinifera],0.249,0.34
XP_059591192.1,False,98.913,1.7299,False,NBS_LRR,99.162,1.6662,True,NBS_LRR,99.253,1.685,True,NBS_LRR,XP_059591192.1 putative disease resistance protein RGA4 [Vitis vinifera],0.249,0.34
XP_059591189.1,False,98.913,1.7299,False,NBS_LRR,99.162,1.6662,True,NBS_LRR,99.253,1.685,True,NBS_LRR,XP_059591189.1 putative disease resistance protein RGA4 [Vitis vinifera],0.249,0.34
XP_059591193.1,False,98.913,1.7299,False,NBS_LRR,99.162,1.6662,True,NBS_LRR,99.253,1.685,True,NBS_LRR,XP_059591193.1 putative disease resistance protein RGA4 [Vitis vinifera],0.249,0.34
XP_059591191.1,False,98.913,1.7299,False,NBS_LRR,99.162,1.6662,True,NBS_LRR,99.253,1.685,True,NBS_LRR,XP_059591191.1 putative disease resistance protein RGA4 [Vitis vinifera],0.249,0.34
XP_059591188.1,False,98.913,1.7299,False,NBS_LRR,99.162,1.6662,True,NBS_LRR,99.253,1.685,True,NBS_LRR,XP_059591188.1 putative disease resistance protein RGA4 [Vitis vinifera],0.249,0.34
XP_059591190.1,False,98.913,1.7299,False,NBS_LRR,99.162,1.6662,True,NBS_LRR,99.253,1.685,True,NBS_LRR,XP_059591190.1 putative disease resistance protein RGA4 [Vitis vinifera],0.249,0.34
XP_002277737.3,False,94.861,0.7576,False,defense_signaling,95.489,0.766,False,defense_signaling,95.195,0.7607,False,defense_signaling,XP_002277737.3 ATP-dependent DNA helicase SRS2-like protein At4g25120 isoform X1 [Vitis vinifera],0.628,0.334
XP_010652465.1,False,99.387,1.3564,True,RLK_defense,99.621,1.3928,True,RLK_defense,99.719,1.4074,True,RLK_defense,XP_010652465.1 LRR receptor-like serine/threonine-protein kinase RGI2 [Vitis vinifera],0.234,0.332
XP_019077128.1,False,98.682,0.8363,False,defense_signaling,98.948,0.8505,False,defense_signaling,99.014,0.8484,True,defense_signaling,XP_019077128.1 E3 ubiquitin-protein ligase UPL7 isoform X2 [Vitis vinifera],0.266,0.332
