protein_id,is_curated_GO,pctl_truncated,z_truncated,moderate_truncated,category_truncated,pctl_windowed_mean,z_windowed_mean,moderate_windowed_mean,category_windowed_mean,pctl_windowed_max,z_windowed_max,moderate_windowed_max,category_windowed_max,description,pctl_delta_mean,pctl_delta_max
NP_001030976.1,False,93.32,1.0928,False,cell_death_HR,94.887,1.152,False,cell_death_HR,95.59,1.1847,False,cell_death_HR,NP_001030976.1 Endonuclease/exonuclease/phosphatase family protein [Arabidopsis thaliana],1.567,2.27
NP_193324.1,False,83.721,0.6733,False,defense_signaling,87.892,0.7286,False,defense_signaling,85.975,0.7343,False,antimicrobial,NP_193324.1 binding protein [Arabidopsis thaliana],4.171,2.254
NP_181918.4,False,93.344,1.0947,False,cell_death_HR,96.347,1.2186,False,cell_death_HR,95.588,1.1847,False,cell_death_HR,NP_181918.4 Endonuclease/exonuclease/phosphatase family protein [Arabidopsis thaliana],3.003,2.244
NP_680129.1,False,93.97,0.823,False,defense_signaling,96.994,0.8871,False,defense_signaling,96.212,0.8698,False,defense_signaling,NP_680129.1 SNF2 domain-containing protein / helicase domain-containing protein / F-box family protein [Arabidopsis thaliana],3.024,2.242
NP_197483.1,False,82.768,0.8319,False,cell_death_HR,84.552,0.8665,False,cell_death_HR,85.006,0.8746,False,cell_death_HR,NP_197483.1 ARM repeat superfamily protein [Arabidopsis thaliana],1.784,2.238
NP_001328468.1,False,12.894,-0.8016,False,defense_signaling,10.048,-0.9931,False,defense_signaling,15.126,-0.6646,False,defense_signaling,NP_001328468.1 SCAR family protein [Arabidopsis thaliana],-2.846,2.232
NP_001190471.1,False,93.202,1.0827,False,antimicrobial,94.744,1.1304,False,antimicrobial,95.419,1.1506,False,antimicrobial,NP_001190471.1 aminophospholipid ATPase 2 [Arabidopsis thaliana],1.542,2.217
NP_198503.3,False,91.926,0.7872,False,defense_signaling,94.573,0.9937,False,antimicrobial,94.111,1.1067,False,antimicrobial,NP_198503.3 glucan synthase-like 9 [Arabidopsis thaliana],2.647,2.185
NP_001328535.1,False,94.75,1.1457,False,cell_death_HR,96.264,1.2141,False,cell_death_HR,96.931,1.2494,False,cell_death_HR,NP_001328535.1 Regulator of chromosome condensation (RCC1) family protein [Arabidopsis thaliana],1.514,2.181
NP_171805.1,False,95.968,0.8642,False,defense_signaling,99.94,1.059,True,defense_signaling,98.142,1.1567,False,cell_death_HR,NP_171805.1 BEACH-DOMAIN HOMOLOG A1 [Arabidopsis thaliana],3.972,2.174
NP_001322130.1,False,95.968,0.8642,False,defense_signaling,99.867,1.0316,True,defense_signaling,98.142,1.1567,False,cell_death_HR,NP_001322130.1 BEACH-DOMAIN HOMOLOG A1 [Arabidopsis thaliana],3.899,2.174
NP_566204.2,False,92.565,1.0646,False,antimicrobial,93.862,1.1032,False,antimicrobial,94.737,1.1274,False,antimicrobial,NP_566204.2 DegP protease 7 [Arabidopsis thaliana],1.297,2.172
NP_180365.6,False,89.228,0.7484,False,defense_signaling,90.562,0.8091,False,NBS_LRR,91.395,0.8537,False,NBS_LRR,NP_180365.6 Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain-containing protein [Arabidopsis thaliana],1.334,2.167
NP_001331415.1,False,95.52,0.8529,False,defense_signaling,98.434,0.9319,False,defense_signaling,97.679,0.9028,False,defense_signaling,NP_001331415.1 fanconi anemia group I-like protein [Arabidopsis thaliana],2.914,2.159
NP_001330594.1,False,96.571,1.2297,False,cell_death_HR,98.067,1.3306,False,cell_death_HR,98.701,1.3611,False,cell_death_HR,"NP_001330594.1 UBQ, helicase-c and DEAD-like helicase domain-containing protein [Arabidopsis thaliana]",1.496,2.13
NP_196428.2,False,94.963,1.1335,False,cell_death_HR,96.517,1.2264,False,cell_death_HR,97.073,1.2579,False,cell_death_HR,"NP_196428.2 UBQ, helicase-c and DEAD-like helicase domain-containing protein [Arabidopsis thaliana]",1.554,2.11
NP_001322128.1,False,96.147,0.8679,False,defense_signaling,99.871,1.0327,True,defense_signaling,98.256,1.1567,False,cell_death_HR,NP_001322128.1 BEACH-DOMAIN HOMOLOG A1 [Arabidopsis thaliana],3.724,2.109
NP_001322129.1,False,96.147,0.8679,False,defense_signaling,99.938,1.0589,True,defense_signaling,98.256,1.1567,False,cell_death_HR,NP_001322129.1 BEACH-DOMAIN HOMOLOG A1 [Arabidopsis thaliana],3.791,2.109
NP_189519.1,False,11.548,-0.8839,False,defense_signaling,11.484,-0.8827,False,defense_signaling,13.656,-0.7513,False,defense_signaling,"NP_189519.1 transmembrane protein, putative (DUF1216) [Arabidopsis thaliana]",-0.064,2.108
NP_192451.1,False,94.248,1.1227,False,cell_death_HR,95.521,1.1575,False,antimicrobial,96.353,1.1867,False,antimicrobial,NP_192451.1 damaged DNA binding protein 1A [Arabidopsis thaliana],1.273,2.105
NP_188439.2,False,90.398,0.8216,False,NBS_LRR,92.638,0.8808,False,NBS_LRR,92.48,0.8777,False,NBS_LRR,NP_188439.2 Pentatricopeptide repeat (PPR) superfamily protein [Arabidopsis thaliana],2.24,2.082
NP_001190693.1,False,88.23,0.7343,False,defense_signaling,89.603,0.754,False,defense_signaling,90.296,0.7634,False,defense_signaling,NP_001190693.1 T-complex protein 11 [Arabidopsis thaliana],1.373,2.066
NP_001320481.1,False,83.626,0.8508,False,antimicrobial,85.934,0.9144,False,antimicrobial,85.689,0.9109,False,antimicrobial,NP_001320481.1 P-glycoprotein 10 [Arabidopsis thaliana],2.308,2.063
NP_001331416.1,False,95.601,0.8545,False,defense_signaling,98.467,0.9335,False,defense_signaling,97.662,0.9024,False,defense_signaling,NP_001331416.1 fanconi anemia group I-like protein [Arabidopsis thaliana],2.866,2.061
NP_171964.1,False,43.764,0.1863,False,defense_signaling,45.538,0.1883,False,defense_signaling,45.824,0.1883,False,defense_signaling,NP_171964.1 PB1 domain-containing protein tyrosine kinase [Arabidopsis thaliana],1.774,2.06
NP_001320433.1,False,43.764,0.1863,False,defense_signaling,45.538,0.1883,False,defense_signaling,45.824,0.1883,False,defense_signaling,NP_001320433.1 PB1 domain-containing protein tyrosine kinase [Arabidopsis thaliana],1.774,2.06
NP_176723.3,False,96.683,1.2362,False,cell_death_HR,99.455,1.5034,True,cell_death_HR,98.74,1.3822,False,cell_death_HR,NP_176723.3 global transcription factor group B1 [Arabidopsis thaliana],2.772,2.057
NP_001321759.1,False,96.683,1.2362,False,cell_death_HR,99.455,1.5034,True,cell_death_HR,98.74,1.3822,False,cell_death_HR,NP_001321759.1 global transcription factor group B1 [Arabidopsis thaliana],2.772,2.057
NP_001320977.1,False,94.378,1.1315,False,cell_death_HR,93.503,0.9577,False,cell_death_HR,96.408,1.1233,False,cell_death_HR,NP_001320977.1 TBP-associated factor 2 [Arabidopsis thaliana],-0.875,2.03
NP_001331739.1,False,17.597,-0.5347,False,defense_signaling,18.709,-0.4765,False,defense_signaling,19.622,-0.4342,False,defense_signaling,NP_001331739.1 uncharacterized protein AT5G13590 [Arabidopsis thaliana],1.112,2.025
NP_001325667.1,False,88.852,0.9728,False,antimicrobial,91.034,1.0228,False,antimicrobial,90.864,1.0186,False,antimicrobial,NP_001325667.1 multidrug resistance-associated protein 7 [Arabidopsis thaliana],2.182,2.012
NP_001184937.1,False,97.245,0.8931,False,defense_signaling,99.846,1.0255,True,defense_signaling,99.255,0.9994,True,antimicrobial,NP_001184937.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],2.601,2.01
NP_001184938.1,False,97.245,0.8931,False,defense_signaling,99.846,1.0255,True,defense_signaling,99.255,0.9994,True,antimicrobial,NP_001184938.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],2.601,2.01
NP_001184939.1,False,97.245,0.8931,False,defense_signaling,99.846,1.0255,True,defense_signaling,99.255,0.9994,True,antimicrobial,NP_001184939.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],2.601,2.01
NP_001332337.1,False,80.756,0.6374,False,defense_signaling,82.071,0.652,False,defense_signaling,82.747,0.6588,False,defense_signaling,NP_001332337.1 forkhead-associated domain-containing protein / FHA domain-containing protein [Arabidopsis thaliana],1.315,1.991
NP_180912.2,True,51.262,0.2933,False,defense_signaling,57.307,0.369,False,defense_signaling,53.252,0.3169,False,defense_signaling,NP_180912.2 C-terminal domain phosphatase-like 3 [Arabidopsis thaliana],6.045,1.99
NP_194990.5,False,92.176,1.0538,False,cell_death_HR,93.359,1.096,False,cell_death_HR,94.157,1.1241,False,cell_death_HR,NP_194990.5 Sec23/Sec24 protein transport family protein [Arabidopsis thaliana],1.183,1.981
NP_001119101.5,False,92.176,1.0538,False,cell_death_HR,93.359,1.096,False,cell_death_HR,94.157,1.1241,False,cell_death_HR,NP_001119101.5 Sec23/Sec24 protein transport family protein [Arabidopsis thaliana],1.183,1.981
NP_001189936.1,False,77.694,0.6408,False,NBS_LRR,79.264,0.6571,False,NBS_LRR,79.659,0.6653,False,NBS_LRR,NP_001189936.1 uncharacterized protein AT3G19780 [Arabidopsis thaliana],1.57,1.965
NP_566646.5,False,77.524,0.638,False,NBS_LRR,79.144,0.6549,False,NBS_LRR,79.48,0.6624,False,NBS_LRR,NP_566646.5 uncharacterized protein AT3G19780 [Arabidopsis thaliana],1.62,1.956
NP_179024.1,False,97.206,1.3978,False,NBS_LRR,98.307,1.5144,False,NBS_LRR,99.153,1.6873,True,NBS_LRR,NP_179024.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],1.101,1.947
NP_001320122.1,False,72.172,0.5352,False,NBS_LRR,72.753,0.5334,False,NBS_LRR,74.107,0.5998,False,cell_death_HR,NP_001320122.1 1-phosphatidylinositol-3-phosphate 5-kinase FAB1A [Arabidopsis thaliana],0.581,1.935
NP_001328751.1,False,72.172,0.5352,False,NBS_LRR,72.753,0.5334,False,NBS_LRR,74.107,0.5998,False,cell_death_HR,NP_001328751.1 1-phosphatidylinositol-3-phosphate 5-kinase FAB1A [Arabidopsis thaliana],0.581,1.935
NP_001328749.1,False,72.172,0.5352,False,NBS_LRR,74.39,0.5836,False,cell_death_HR,74.107,0.6211,False,cell_death_HR,NP_001328749.1 1-phosphatidylinositol-3-phosphate 5-kinase FAB1A [Arabidopsis thaliana],2.218,1.935
NP_195050.6,False,72.172,0.5352,False,NBS_LRR,72.753,0.5334,False,NBS_LRR,74.107,0.5998,False,cell_death_HR,NP_195050.6 1-phosphatidylinositol-3-phosphate 5-kinase FAB1A [Arabidopsis thaliana],0.581,1.935
NP_001190899.1,False,72.172,0.5352,False,NBS_LRR,73.558,0.548,False,NBS_LRR,74.107,0.593,False,cell_death_HR,NP_001190899.1 1-phosphatidylinositol-3-phosphate 5-kinase FAB1A [Arabidopsis thaliana],1.386,1.935
NP_001077775.1,False,96.683,1.2362,False,cell_death_HR,99.328,1.4824,True,cell_death_HR,98.614,1.3736,False,cell_death_HR,NP_001077775.1 global transcription factor group B1 [Arabidopsis thaliana],2.645,1.931
NP_001325086.1,False,98.021,0.9135,False,defense_signaling,99.952,1.0646,True,defense_signaling,99.942,1.0758,True,antimicrobial,NP_001325086.1 chromatin remodeling 5 [Arabidopsis thaliana],1.931,1.921
NP_001325087.1,False,98.021,0.9135,False,defense_signaling,99.952,1.0646,True,defense_signaling,99.942,1.0758,True,antimicrobial,NP_001325087.1 chromatin remodeling 5 [Arabidopsis thaliana],1.931,1.921
NP_178970.3,False,98.021,0.9135,False,defense_signaling,99.952,1.0646,True,defense_signaling,99.942,1.0758,True,antimicrobial,NP_178970.3 chromatin remodeling 5 [Arabidopsis thaliana],1.931,1.921
NP_001319748.1,False,75.518,0.7097,False,antimicrobial,77.485,0.7481,False,antimicrobial,77.437,0.7486,False,antimicrobial,NP_001319748.1 Structural maintenance of chromosomes (SMC) family protein [Arabidopsis thaliana],1.967,1.919
NP_001328750.1,False,73.662,0.5627,False,NBS_LRR,73.189,0.5412,False,NBS_LRR,75.58,0.5998,False,cell_death_HR,NP_001328750.1 1-phosphatidylinositol-3-phosphate 5-kinase FAB1A [Arabidopsis thaliana],-0.473,1.918
NP_001078484.4,False,72.218,0.541,False,cell_death_HR,73.025,0.5383,False,NBS_LRR,74.134,0.5998,False,cell_death_HR,NP_001078484.4 1-phosphatidylinositol-3-phosphate 5-kinase FAB1A [Arabidopsis thaliana],0.807,1.916
NP_193842.1,False,94.874,1.1344,False,antimicrobial,96.025,1.1749,False,antimicrobial,96.774,1.2034,False,antimicrobial,NP_193842.1 damaged DNA binding protein 1B [Arabidopsis thaliana],1.151,1.9
NP_180041.5,False,85.131,0.8072,False,NBS_LRR,86.475,0.8204,False,NBS_LRR,87.027,0.8347,False,NBS_LRR,NP_180041.5 B3 domain-containing protein REM13 [Arabidopsis thaliana],1.344,1.896
NP_196049.1,False,67.142,0.4463,False,NBS_LRR,34.167,-0.0478,False,defense_signaling,69.021,0.4712,False,NBS_LRR,NP_196049.1 kow domain-containing transcription factor 1 [Arabidopsis thaliana],-32.975,1.879
NP_850354.2,False,96.693,1.1237,False,antimicrobial,98.065,1.1662,False,antimicrobial,98.569,1.1932,False,antimicrobial,NP_850354.2 ATP-binding cassette A1 [Arabidopsis thaliana],1.372,1.876
NP_001326265.1,False,93.725,0.817,False,defense_signaling,95.055,0.8442,False,defense_signaling,95.594,0.8559,False,defense_signaling,NP_001326265.1 kinase superfamily protein [Arabidopsis thaliana],1.33,1.869
NP_001327763.1,False,86.506,0.9118,False,cell_death_HR,87.429,0.933,False,cell_death_HR,88.361,0.9032,False,cell_death_HR,NP_001327763.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.923,1.855
NP_190330.1,False,75.779,0.7145,False,antimicrobial,77.781,0.7546,False,antimicrobial,77.632,0.7526,False,antimicrobial,NP_190330.1 Structural maintenance of chromosomes (SMC) family protein [Arabidopsis thaliana],2.002,1.853
NP_001328536.1,False,94.839,1.1503,False,cell_death_HR,96.148,1.2097,False,cell_death_HR,96.648,1.2349,False,cell_death_HR,NP_001328536.1 Regulator of chromosome condensation (RCC1) family protein [Arabidopsis thaliana],1.309,1.809
NP_195783.3,False,94.061,0.8245,False,defense_signaling,95.26,0.8481,False,defense_signaling,95.82,0.8609,False,defense_signaling,NP_195783.3 BRCA2-like B [Arabidopsis thaliana],1.199,1.759
NP_171954.1,False,89.472,0.9818,False,cell_death_HR,96.084,1.2069,False,cell_death_HR,91.186,0.9733,False,cell_death_HR,NP_171954.1 myosin XI A [Arabidopsis thaliana],6.612,1.714
NP_172338.5,False,89.132,0.7467,False,defense_signaling,91.259,0.777,False,defense_signaling,90.841,0.7707,False,defense_signaling,NP_172338.5 Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein [Arabidopsis thaliana],2.127,1.709
NP_001190229.1,False,73.771,0.5647,False,NBS_LRR,75.956,0.6031,False,cell_death_HR,75.477,0.6664,False,cell_death_HR,NP_001190229.1 transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana],2.185,1.706
NP_001321548.1,False,88.155,0.7329,False,defense_signaling,89.396,0.7506,False,defense_signaling,89.846,0.7569,False,defense_signaling,NP_001321548.1 Ubiquitin carboxyl-terminal hydrolase-related protein [Arabidopsis thaliana],1.241,1.691
NP_001325063.1,False,85.927,0.8281,False,NBS_LRR,87.554,0.8517,False,NBS_LRR,87.616,0.852,False,NBS_LRR,NP_001325063.1 B3 domain-containing protein REM13 [Arabidopsis thaliana],1.627,1.689
NP_001319790.1,False,86.506,0.9118,False,cell_death_HR,86.798,0.917,False,cell_death_HR,88.194,0.9032,False,cell_death_HR,NP_001319790.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.292,1.688
NP_191375.1,False,86.506,0.9118,False,cell_death_HR,86.798,0.917,False,cell_death_HR,88.194,0.9032,False,cell_death_HR,NP_191375.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana],0.292,1.688
NP_191774.2,False,86.882,0.9198,False,cell_death_HR,90.727,1.0141,False,cell_death_HR,88.556,0.9568,False,cell_death_HR,NP_191774.2 P-glycoprotein 21 [Arabidopsis thaliana],3.845,1.674
NP_001327193.1,False,86.882,0.9198,False,cell_death_HR,90.727,1.0141,False,cell_death_HR,88.556,0.9568,False,cell_death_HR,NP_001327193.1 P-glycoprotein 21 [Arabidopsis thaliana],3.845,1.674
NP_001327192.1,False,86.882,0.9198,False,cell_death_HR,90.727,1.0141,False,cell_death_HR,88.556,0.9568,False,cell_death_HR,NP_001327192.1 P-glycoprotein 21 [Arabidopsis thaliana],3.845,1.674
NP_188690.3,False,82.44,0.8253,False,cell_death_HR,83.907,0.8522,False,cell_death_HR,84.11,0.8562,False,cell_death_HR,NP_188690.3 polymerase gamma 1 [Arabidopsis thaliana],1.467,1.67
NP_568849.2,False,79.71,0.6831,False,NBS_LRR,81.382,0.7008,False,NBS_LRR,81.378,0.7009,False,NBS_LRR,NP_568849.2 Clp amino terminal domain-containing protein [Arabidopsis thaliana],1.672,1.668
NP_201000.1,False,90.557,0.7673,False,defense_signaling,91.775,0.7862,False,defense_signaling,92.223,0.792,False,defense_signaling,NP_201000.1 Ubiquitin carboxyl-terminal hydrolase-related protein [Arabidopsis thaliana],1.218,1.666
NP_189947.2,False,49.689,0.2746,False,defense_signaling,51.856,0.2998,False,defense_signaling,51.341,0.2923,False,defense_signaling,NP_189947.2 Spc97 / Spc98 family of spindle pole body (SBP) component [Arabidopsis thaliana],2.167,1.652
NP_001331740.1,False,17.912,-0.5181,False,defense_signaling,18.852,-0.4705,False,defense_signaling,19.555,-0.4374,False,defense_signaling,NP_001331740.1 uncharacterized protein AT5G13590 [Arabidopsis thaliana],0.94,1.643
NP_176519.1,False,74.651,0.5828,False,NBS_LRR,76.217,0.5981,False,NBS_LRR,76.281,0.5993,False,NBS_LRR,NP_176519.1 Myosin heavy chain-related protein [Arabidopsis thaliana],1.566,1.63
NP_568400.2,False,70.982,0.5278,False,defense_signaling,72.56,0.5438,False,defense_signaling,72.612,0.5433,False,defense_signaling,NP_568400.2 Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-like protein [Arabidopsis thaliana],1.578,1.63
NP_187865.6,False,50.534,0.2839,False,defense_signaling,51.833,0.2993,False,defense_signaling,52.159,0.3036,False,defense_signaling,NP_187865.6 uncharacterized protein AT3G12590 [Arabidopsis thaliana],1.299,1.625
NP_567145.2,False,93.57,0.8139,False,defense_signaling,94.622,0.836,False,defense_signaling,95.188,0.8462,False,defense_signaling,NP_567145.2 kinase superfamily protein [Arabidopsis thaliana],1.052,1.618
NP_001326270.1,False,93.57,0.8139,False,defense_signaling,94.622,0.836,False,defense_signaling,95.188,0.8462,False,defense_signaling,NP_001326270.1 kinase superfamily protein [Arabidopsis thaliana],1.052,1.618
NP_175687.2,False,85.351,0.7683,False,NBS_LRR,86.276,0.7969,False,NBS_LRR,86.967,0.8071,False,NBS_LRR,"NP_175687.2 PII, uridylyltransferase (DUF2921) [Arabidopsis thaliana]",0.925,1.616
NP_001325474.1,False,76.248,0.7243,False,antimicrobial,78.136,0.7623,False,antimicrobial,77.852,0.7575,False,antimicrobial,NP_001325474.1 Structural maintenance of chromosomes (SMC) family protein [Arabidopsis thaliana],1.888,1.604
NP_001332032.1,False,64.866,0.4119,False,cell_death_HR,35.15,-0.0746,False,defense_signaling,66.451,0.4296,False,NBS_LRR,NP_001332032.1 kow domain-containing transcription factor 1 [Arabidopsis thaliana],-29.716,1.585
NP_172433.2,False,96.096,1.2076,False,cell_death_HR,97.386,1.2755,False,cell_death_HR,97.668,1.3014,False,cell_death_HR,NP_172433.2 ATP binding/leucine-tRNA ligases/aminoacyl-tRNA ligase [Arabidopsis thaliana],1.29,1.572
NP_001190087.1,False,93.443,1.0784,False,antimicrobial,94.928,1.103,False,antimicrobial,95.008,1.0908,False,antimicrobial,NP_001190087.1 glycoside hydrolase family 2 protein [Arabidopsis thaliana],1.485,1.565
NP_199979.2,False,88.677,0.9696,False,antimicrobial,89.995,0.996,False,cell_death_HR,90.242,1.0003,False,cell_death_HR,NP_199979.2 cleavage and polyadenylation specificity factor 160 [Arabidopsis thaliana],1.318,1.565
NP_198861.4,False,13.053,-0.7898,False,defense_signaling,13.03,-0.7836,False,defense_signaling,14.599,-0.6972,False,defense_signaling,NP_198861.4 A-kinase anchor-like protein [Arabidopsis thaliana],-0.023,1.546
NP_001330812.1,False,13.053,-0.7898,False,defense_signaling,13.03,-0.7836,False,defense_signaling,14.599,-0.6972,False,defense_signaling,NP_001330812.1 A-kinase anchor-like protein [Arabidopsis thaliana],-0.023,1.546
NP_001323432.1,False,93.344,1.0947,False,cell_death_HR,96.023,1.205,False,cell_death_HR,94.872,1.1516,False,cell_death_HR,NP_001323432.1 Endonuclease/exonuclease/phosphatase family protein [Arabidopsis thaliana],2.679,1.528
NP_001332446.1,False,89.935,0.7586,False,defense_signaling,91.717,0.7846,False,defense_signaling,91.447,0.7802,False,defense_signaling,NP_001332446.1 nuclear pore complex protein (DUF3414) [Arabidopsis thaliana],1.782,1.512
NP_850630.1,False,95.229,1.1463,False,antimicrobial,96.233,1.184,False,antimicrobial,96.737,1.2016,False,antimicrobial,NP_850630.1 MUTS homolog 7 [Arabidopsis thaliana],1.004,1.508
NP_001323915.1,False,85.407,0.8868,False,cell_death_HR,87.504,0.9349,False,cell_death_HR,86.913,0.9186,False,cell_death_HR,NP_001323915.1 ATP binding cassette subfamily B4 [Arabidopsis thaliana],2.097,1.506
NP_192770.2,False,87.852,0.9543,False,antimicrobial,90.213,1.0025,False,antimicrobial,89.358,0.9838,False,antimicrobial,"NP_192770.2 tRNA synthetase class I (I, L, M and V) family protein [Arabidopsis thaliana]",2.361,1.506
NP_001319958.1,False,96.537,0.8768,False,defense_signaling,98.315,0.9275,False,defense_signaling,98.041,0.9155,False,defense_signaling,NP_001319958.1 guanyl-nucleotide exchange factors;GTPase binding;GTP binding protein [Arabidopsis thaliana],1.778,1.504
NP_193367.7,False,96.537,0.8768,False,defense_signaling,98.315,0.9275,False,defense_signaling,98.041,0.9155,False,defense_signaling,NP_193367.7 guanyl-nucleotide exchange factors;GTPase binding;GTP binding protein [Arabidopsis thaliana],1.778,1.504
NP_201001.1,False,92.086,0.7908,False,defense_signaling,93.603,0.8165,False,defense_signaling,93.584,0.8164,False,defense_signaling,NP_201001.1 Ubiquitin carboxyl-terminal hydrolase-related protein [Arabidopsis thaliana],1.517,1.498
NP_190034.2,True,95.907,1.2627,False,NBS_LRR,96.334,1.2827,False,NBS_LRR,97.4,1.394,False,NBS_LRR,NP_190034.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.427,1.493
NP_001326419.1,True,95.907,1.2627,False,NBS_LRR,96.334,1.2827,False,NBS_LRR,97.4,1.394,False,NBS_LRR,NP_001326419.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.427,1.493
NP_001328534.1,False,95.443,1.1753,False,cell_death_HR,96.542,1.2276,False,cell_death_HR,96.931,1.2494,False,cell_death_HR,NP_001328534.1 Regulator of chromosome condensation (RCC1) family protein [Arabidopsis thaliana],1.099,1.488
NP_001324212.1,False,90.736,1.0147,False,cell_death_HR,95.075,1.1598,False,cell_death_HR,92.215,1.0062,False,cell_death_HR,NP_001324212.1 myosin XI D [Arabidopsis thaliana],4.339,1.479
NP_001330424.1,False,97.394,1.0453,False,antimicrobial,99.16,1.1647,True,antimicrobial,98.86,1.1929,False,antimicrobial,NP_001330424.1 regulatory-associated protein of TOR 2 (RAPTOR2) [Arabidopsis thaliana],1.766,1.466
NP_001190004.1,False,91.263,0.7767,False,defense_signaling,95.057,0.8444,False,defense_signaling,92.717,0.7995,False,defense_signaling,NP_001190004.1 Transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana],3.794,1.454
NP_195797.3,False,97.963,1.0371,False,antimicrobial,99.566,1.1611,True,antimicrobial,99.415,1.193,True,antimicrobial,NP_195797.3 regulatory-associated protein of TOR 2 (RAPTOR2) [Arabidopsis thaliana],1.603,1.452
NP_001330427.1,False,97.863,1.0412,False,antimicrobial,99.469,1.1668,True,antimicrobial,99.299,1.2001,True,antimicrobial,NP_001330427.1 regulatory-associated protein of TOR 2 (RAPTOR2) [Arabidopsis thaliana],1.606,1.436
NP_192654.1,False,88.108,0.7319,False,defense_signaling,89.112,0.7473,False,defense_signaling,89.543,0.7528,False,defense_signaling,NP_192654.1 T-complex protein 11 [Arabidopsis thaliana],1.004,1.435
NP_001322539.1,False,94.159,1.1343,False,NBS_LRR,95.181,1.1641,False,cell_death_HR,95.548,1.1826,False,cell_death_HR,NP_001322539.1 glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein [Arabidopsis thaliana],1.022,1.389
NP_566869.1,False,95.266,1.1666,False,cell_death_HR,96.156,1.2101,False,cell_death_HR,96.635,1.2341,False,cell_death_HR,NP_566869.1 uncharacterized protein AT3G44340 [Arabidopsis thaliana],0.89,1.369
NP_001326943.1,False,95.266,1.1666,False,cell_death_HR,96.156,1.2101,False,cell_death_HR,96.635,1.2341,False,cell_death_HR,NP_001326943.1 uncharacterized protein AT3G44340 [Arabidopsis thaliana],0.89,1.369
NP_001326945.1,False,95.266,1.1666,False,cell_death_HR,96.156,1.2101,False,cell_death_HR,96.635,1.2341,False,cell_death_HR,NP_001326945.1 uncharacterized protein AT3G44340 [Arabidopsis thaliana],0.89,1.369
NP_001329262.1,False,95.173,0.9023,False,antimicrobial,97.824,0.9079,False,defense_signaling,96.541,0.8936,False,antimicrobial,NP_001329262.1 transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana],2.651,1.368
NP_193747.2,False,98.218,1.4319,False,RLK_defense,98.928,1.5738,False,RLK_defense,99.571,1.6878,True,RLK_defense,NP_193747.2 Leucine-rich repeat transmembrane protein kinase [Arabidopsis thaliana],0.71,1.353
NP_199283.1,False,98.204,1.4285,False,RLK_defense,98.913,1.5723,False,RLK_defense,99.556,1.6839,True,RLK_defense,NP_199283.1 Leucine-rich repeat transmembrane protein kinase [Arabidopsis thaliana],0.709,1.352
NP_001190067.1,False,98.527,0.9331,False,defense_signaling,99.73,1.0091,True,defense_signaling,99.878,1.0244,True,defense_signaling,NP_001190067.1 tetratricopeptide repeat (TPR)-containing protein [Arabidopsis thaliana],1.203,1.351
NP_178674.7,False,92.615,1.0408,False,antimicrobial,93.58,1.0114,False,antimicrobial,93.961,1.0322,False,antimicrobial,NP_178674.7 binding protein [Arabidopsis thaliana],0.965,1.346
NP_175498.2,False,84.998,0.878,False,cell_death_HR,85.902,0.8975,False,cell_death_HR,86.338,0.9043,False,cell_death_HR,NP_175498.2 polymerase gamma 2 [Arabidopsis thaliana],0.904,1.34
NP_194326.2,False,87.444,0.8846,False,antimicrobial,89.836,0.9941,False,antimicrobial,88.784,0.9718,False,antimicrobial,NP_194326.2 P-glycoprotein 2 [Arabidopsis thaliana],2.392,1.34
NP_001326422.1,True,95.907,1.2627,False,NBS_LRR,96.235,1.2728,False,NBS_LRR,97.247,1.3764,False,NBS_LRR,NP_001326422.1 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana],0.328,1.34
NP_176289.7,False,98.237,0.9208,False,defense_signaling,99.34,0.981,True,defense_signaling,99.569,0.9912,True,defense_signaling,NP_176289.7 RECQ helicase L4B [Arabidopsis thaliana],1.103,1.332
NP_196176.1,False,73.991,0.5693,False,NBS_LRR,76.294,0.5999,False,NBS_LRR,75.315,0.6107,False,antimicrobial,NP_196176.1 transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana],2.303,1.324
