protein_id,pid,z_max,best_category,has_defense_keyword,description,score_jackhmmer,length,truncated_by_esm,low_complexity_frac,repeat_frac_k6
NP_177544.1,NP_177544,1.5279078,cell_death_HR,False,NP_177544.1 2-isopropylmalate synthase 1 [Arabidopsis thaliana],0.0,631,False,0.1452,0.0
NP_187616.1,NP_187616,1.5278913,antimicrobial,False,NP_187616.1 L-O-methylthreonine resistant 1 [Arabidopsis thaliana],0.0,592,False,0.1552,0.0
NP_195109.2,NP_195109,1.5278686,PR_proteins,False,NP_195109.2 Glycosyl hydrolase family 10 protein [Arabidopsis thaliana],0.0,576,False,0.125,0.0
NP_001319356.1,NP_001319356,1.5276971,PR_proteins,False,NP_001319356.1 expansin A1 [Arabidopsis thaliana],0.0,220,False,0.4762,0.0
NP_173105.1,NP_173105,1.5272022,cell_death_HR,False,NP_173105.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana],0.0,465,False,0.1778,0.0
NP_192124.1,NP_192124,1.526735,cell_death_HR,False,NP_192124.1 ARM repeat superfamily protein [Arabidopsis thaliana],0.0,531,False,0.2692,0.0
NP_974646.1,NP_974646,1.5267256,cell_death_HR,False,NP_974646.1 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana],0.0,294,False,0.1071,0.0
NP_194831.3,NP_194831,1.5267256,cell_death_HR,False,NP_194831.3 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana],0.0,294,False,0.1071,0.0
NP_179324.2,NP_179324,1.5264267,antimicrobial,True,NP_179324.2 pantothenate kinase [Arabidopsis thaliana],0.0,361,False,0.2,0.0
NP_563735.1,NP_563735,1.5262938,cell_death_HR,False,NP_563735.1 vacuole membrane-like protein [Arabidopsis thaliana],0.0,416,False,0.275,0.0
NP_566011.1,NP_566011,1.5258847,cell_death_HR,True,NP_566011.1 methylenetetrahydrofolate reductase 2 [Arabidopsis thaliana],0.0,594,False,0.1207,0.0
NP_172119.1,NP_172119,1.525011,antimicrobial,True,NP_172119.1 acyl-CoA oxidase 3 [Arabidopsis thaliana],0.0,675,False,0.1818,0.0
NP_178423.5,NP_178423,1.5238218,cell_death_HR,False,NP_178423.5 EXS (ERD1/XPR1/SYG1) family protein [Arabidopsis thaliana],0.0,823,False,0.284,0.0024
NP_181346.1,NP_181346,1.5237296,cell_death_HR,False,NP_181346.1 glycerol-3-phosphate acyltransferase 6 [Arabidopsis thaliana],0.0,501,False,0.1837,0.0
NP_001031305.1,NP_001031305,1.5236819,cell_death_HR,False,NP_001031305.1 heat shock protein 91 [Arabidopsis thaliana],0.0,789,False,0.2208,0.0
NP_001329169.1,NP_001329169,1.5235804,cell_death_HR,False,NP_001329169.1 C2 calcium/lipid-binding plant phosphoribosyltransferase family protein [Arabidopsis thaliana],0.0,874,False,0.1628,0.0
NP_001329929.1,NP_001329929,1.523334,antimicrobial,False,NP_001329929.1 CTP synthase family protein [Arabidopsis thaliana],0.0,548,False,0.1509,0.0
NP_001320888.1,NP_001320888,1.5231808,cell_death_HR,False,NP_001320888.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana],0.0,615,False,0.2167,0.0
NP_001319161.1,NP_001319161,1.5231808,cell_death_HR,False,NP_001319161.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana],0.0,615,False,0.2167,0.0
NP_175027.1,NP_175027,1.5231808,cell_death_HR,False,NP_175027.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana],0.0,615,False,0.2167,0.0
NP_973967.1,NP_973967,1.5231808,cell_death_HR,False,NP_973967.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana],0.0,615,False,0.2167,0.0
NP_001077674.1,NP_001077674,1.5231808,cell_death_HR,False,NP_001077674.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana],0.0,615,False,0.2167,0.0
NP_001320891.1,NP_001320891,1.5231808,cell_death_HR,False,NP_001320891.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana],0.0,615,False,0.2167,0.0
NP_001320890.1,NP_001320890,1.5231808,cell_death_HR,False,NP_001320890.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana],0.0,615,False,0.2167,0.0
NP_174403.1,NP_174403,1.5231484,antimicrobial,False,NP_174403.1 isopropylmalate dehydrogenase 3 [Arabidopsis thaliana],0.0,404,False,0.2564,0.0
NP_565261.1,NP_565261,1.5229332,cell_death_HR,False,NP_565261.1 Auxin efflux carrier family protein [Arabidopsis thaliana],0.0,612,False,0.3667,0.0033
NP_177500.1,NP_177500,1.5218742,cell_death_HR,False,NP_177500.1 Auxin efflux carrier family protein [Arabidopsis thaliana],0.0,622,False,0.377,0.0032
NP_001327477.1,NP_001327477,1.5218349,antimicrobial,False,"NP_001327477.1 2-oxoglutarate dehydrogenase, E1 component [Arabidopsis thaliana]",0.0,1017,False,0.05,0.0
NP_191101.2,NP_191101,1.5218349,antimicrobial,False,"NP_191101.2 2-oxoglutarate dehydrogenase, E1 component [Arabidopsis thaliana]",0.0,1017,False,0.05,0.0
NP_849923.1,NP_849923,1.5211147,cell_death_HR,False,NP_849923.1 Auxin efflux carrier family protein [Arabidopsis thaliana],0.0,616,False,0.3333,0.0033
NP_001325548.1,NP_001325548,1.5207084,antimicrobial,False,NP_001325548.1 lon protease 4 [Arabidopsis thaliana],20.184560775756836,931,False,0.3152,0.0
NP_176247.2,NP_176247,1.5206889,cell_death_HR,True,NP_176247.2 pantothenate kinase 1 [Arabidopsis thaliana],0.0,383,False,0.2703,0.0
NP_190852.2,NP_190852,1.5204096,PR_proteins,False,NP_190852.2 beta-galactosidase 2 [Arabidopsis thaliana],0.0,727,False,0.0845,0.0
NP_201376.1,NP_201376,1.5197096,antimicrobial,False,"NP_201376.1 2-oxoglutarate dehydrogenase, E1 component [Arabidopsis thaliana]",0.0,1025,True,0.0495,0.0
NP_568775.1,NP_568775,1.5193509,antimicrobial,False,NP_568775.1 UDP-sugar pyrophosphorylase [Arabidopsis thaliana],0.0,614,False,0.1833,0.0
NP_001330283.1,NP_001330283,1.5191165,antimicrobial,False,NP_001330283.1 D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein [Arabidopsis thaliana],0.0,504,False,0.1633,0.0
NP_179742.2,NP_179742,1.5188411,cell_death_HR,False,NP_179742.2 SUMO-activating enzyme 2 [Arabidopsis thaliana],0.0,625,False,0.2787,0.0
NP_175323.1,NP_175323,1.5186086,PR_proteins,False,NP_175323.1 glycosyl hydrolase 9C1 [Arabidopsis thaliana],0.0,627,False,0.2623,0.0
NP_001032145.1,NP_001032145,1.5185659,antimicrobial,True,NP_001032145.1 acyl-CoA oxidase 2 [Arabidopsis thaliana],0.0,646,False,0.1111,0.0
NP_566040.1,NP_566040,1.5180863,cell_death_HR,False,NP_566040.1 RAS associated with diabetes protein 51C [Arabidopsis thaliana],0.0,363,False,0.2286,0.0
NP_190167.2,NP_190167,1.5176498,cell_death_HR,False,NP_190167.2 ferric reductase-like transmembrane component family protein [Arabidopsis thaliana],0.0,912,False,0.2778,0.011
NP_191311.1,NP_191311,1.5171087,cell_death_HR,False,NP_191311.1 seed imbibition 2 [Arabidopsis thaliana],0.0,773,False,0.1053,0.0
NP_173675.1,NP_173675,1.5167705,cell_death_HR,False,NP_173675.1 C2 calcium/lipid-binding plant phosphoribosyltransferase family protein [Arabidopsis thaliana],0.0,1029,True,0.2772,0.002
NP_001154514.1,NP_001154514,1.5166153,cell_death_HR,False,NP_001154514.1 Major facilitator superfamily protein [Arabidopsis thaliana],0.0,307,False,0.3103,0.0
NP_849320.1,NP_849320,1.516463,cell_death_HR,False,NP_849320.1 ubiquitin family protein [Arabidopsis thaliana],0.0,340,False,0.2727,0.0
NP_196924.1,NP_196924,1.5161984,antimicrobial,False,NP_196924.1 isopropylmalate dehydrogenase 1 [Arabidopsis thaliana],0.0,409,False,0.2564,0.0
NP_849993.5,NP_849993,1.5160633,cell_death_HR,False,NP_849993.5 Putative N-acetyl-gamma-glutamyl-phosphate reductase [Arabidopsis thaliana],0.0,400,False,0.1538,0.0
NP_001119349.1,NP_001119349,1.5155299,cell_death_HR,False,NP_001119349.1 PLAC8 family protein [Arabidopsis thaliana],0.0,206,False,0.3684,0.1294
NP_187750.1,NP_187750,1.5152808,cell_death_HR,False,NP_187750.1 glycerol-3-phosphate acyltransferase 5 [Arabidopsis thaliana],0.0,502,False,0.1837,0.0
NP_001330519.1,NP_001330519,1.5150349,cell_death_HR,False,NP_001330519.1 adaptin family protein [Arabidopsis thaliana],0.0,796,False,0.2564,0.0
NP_563855.1,NP_563855,1.5150348,PR_proteins,False,NP_563855.1 xylem bark cysteine peptidase 3 [Arabidopsis thaliana],0.0,437,False,0.119,0.0
NP_001320473.1,NP_001320473,1.5141201,PR_proteins,False,NP_001320473.1 beta-galactosidase 5 [Arabidopsis thaliana],0.0,653,False,0.0469,0.0
NP_001327024.1,NP_001327024,1.512826,cell_death_HR,True,NP_001327024.1 Protein kinase superfamily protein [Arabidopsis thaliana],0.0,352,False,0.1471,0.0
NP_195215.2,NP_195215,1.5125504,antimicrobial,False,NP_195215.2 xanthine dehydrogenase 1 [Arabidopsis thaliana],0.0,1361,True,0.1852,0.0
NP_001329575.1,NP_001329575,1.5123278,cell_death_HR,False,NP_001329575.1 NAD(P)H dehydrogenase B3 [Arabidopsis thaliana],0.0,579,False,0.125,0.0
NP_850025.1,NP_850025,1.510686,cell_death_HR,True,NP_850025.1 phosphofructokinase 5 [Arabidopsis thaliana],0.0,537,False,0.2115,0.0
NP_001318773.1,NP_001318773,1.5106122,cell_death_HR,False,NP_001318773.1 DNA repair protein RadA-like protein [Arabidopsis thaliana],18.439632415771484,627,False,0.4098,0.0
NP_001332610.1,NP_001332610,1.5106122,cell_death_HR,False,NP_001332610.1 DNA repair protein RadA-like protein [Arabidopsis thaliana],18.439632415771484,627,False,0.4098,0.0
NP_181500.1,NP_181500,1.5099299,PR_proteins,False,NP_181500.1 expansin A4 [Arabidopsis thaliana],0.0,257,False,0.1667,0.0
NP_001328443.1,NP_001328443,1.5095751,PR_proteins,True,NP_001328443.1 Barwin-related endoglucanase [Arabidopsis thaliana],0.0,126,False,0.2727,0.0
NP_193880.5,NP_193880,1.5093455,cell_death_HR,False,NP_193880.5 NAD(P)H dehydrogenase B3 [Arabidopsis thaliana],0.0,580,False,0.1579,0.0
NP_187788.1,NP_187788,1.5086999,cell_death_HR,False,NP_187788.1 syntaxin of plants 121 [Arabidopsis thaliana],0.0,346,False,0.4545,0.0147
NP_001031534.1,NP_001031534,1.5070735,cell_death_HR,False,NP_001031534.1 protein phosphatase 5.2 [Arabidopsis thaliana],0.0,538,False,0.25,0.0
NP_196528.1,NP_196528,1.5066795,antimicrobial,False,NP_196528.1 peroxisomal NAD-malate dehydrogenase 2 [Arabidopsis thaliana],0.0,354,False,0.3235,0.0
NP_850524.1,NP_850524,1.5063757,cell_death_HR,False,NP_850524.1 importin alpha isoform 1 [Arabidopsis thaliana],0.0,532,False,0.2885,0.0
NP_187328.1,NP_187328,1.5063757,cell_death_HR,False,NP_187328.1 importin alpha isoform 1 [Arabidopsis thaliana],0.0,532,False,0.2885,0.0
NP_567735.1,NP_567735,1.5063418,cell_death_HR,False,NP_567735.1 NFU domain protein 3 [Arabidopsis thaliana],0.0,236,False,0.1818,0.0
NP_189675.2,NP_189675,1.5063045,PR_proteins,False,NP_189675.2 Glycosyl hydrolase superfamily protein [Arabidopsis thaliana],0.0,329,False,0.0323,0.0
NP_001322763.1,NP_001322763,1.5062819,cell_death_HR,False,NP_001322763.1 2-isopropylmalate synthase 1 [Arabidopsis thaliana],0.0,551,False,0.1481,0.0
NP_173285.2,NP_173285,1.5052088,cell_death_HR,False,NP_173285.2 methylthioalkylmalate synthase-like 4 [Arabidopsis thaliana],0.0,631,False,0.1452,0.0032
NP_001330735.1,NP_001330735,1.5046376,antimicrobial,False,NP_001330735.1 peroxisomal NAD-malate dehydrogenase 2 [Arabidopsis thaliana],0.0,353,False,0.2647,0.0
NP_191170.1,NP_191170,1.5044587,cell_death_HR,False,NP_191170.1 prenylated RAB acceptor 1.B1 [Arabidopsis thaliana],0.0,209,False,0.5789,0.0
NP_001190100.1,NP_001190100,1.5044571,cell_death_HR,False,NP_001190100.1 prenylated RAB acceptor 1.B1 [Arabidopsis thaliana],0.0,209,False,0.5789,0.0
NP_001327380.1,NP_001327380,1.5044571,cell_death_HR,False,NP_001327380.1 prenylated RAB acceptor 1.B1 [Arabidopsis thaliana],0.0,209,False,0.5789,0.0
NP_001319766.1,NP_001319766,1.5044571,cell_death_HR,False,NP_001319766.1 prenylated RAB acceptor 1.B1 [Arabidopsis thaliana],0.0,209,False,0.5789,0.0
NP_001117297.1,NP_001117297,1.5042466,cell_death_HR,False,NP_001117297.1 UDP-Glycosyltransferase superfamily protein [Arabidopsis thaliana],0.0,496,False,0.1875,0.0
NP_199832.1,NP_199832,1.5041267,cell_death_HR,False,NP_199832.1 quinolinate synthase [Arabidopsis thaliana],0.0,718,False,0.2143,0.0028
NP_172772.2,NP_172772,1.5032606,PR_proteins,False,NP_172772.2 Cellulase (glycosyl hydrolase family 5) protein [Arabidopsis thaliana],0.0,552,False,0.2222,0.0
NP_173460.1,NP_173460,1.502903,cell_death_HR,False,NP_173460.1 translocase inner membrane subunit 17-1 [Arabidopsis thaliana],0.0,218,False,0.5,0.0
NP_565216.2,NP_565216,1.5026017,cell_death_HR,False,NP_565216.2 Rad23 UV excision repair protein family [Arabidopsis thaliana],0.0,365,False,0.5143,0.0
NP_195216.2,NP_195216,1.5025376,antimicrobial,False,NP_195216.2 xanthine dehydrogenase 2 [Arabidopsis thaliana],0.0,1353,True,0.2239,0.0
NP_001329028.1,NP_001329028,1.5025376,antimicrobial,False,NP_001329028.1 xanthine dehydrogenase 2 [Arabidopsis thaliana],0.0,1163,True,0.2261,0.0
NP_001189652.1,NP_001189652,1.5023142,cell_death_HR,False,NP_001189652.1 cofactor of nitrate reductase and xanthine dehydrogenase 2 [Arabidopsis thaliana],0.0,382,False,0.1892,0.0
NP_568591.1,NP_568591,1.5007093,cell_death_HR,False,NP_568591.1 homolog of Xeroderma pigmentosum complementation group B 2 [Arabidopsis thaliana],0.0,766,False,0.24,0.0
NP_195264.2,NP_195264,1.5006417,cell_death_HR,False,NP_195264.2 SEC7-like guanine nucleotide exchange family protein [Arabidopsis thaliana],0.0,1706,True,0.1893,0.0
NP_001331083.1,NP_001331083,1.4995856,cell_death_HR,False,NP_001331083.1 homolog of Xeroderma pigmentosum complementation group B 2 [Arabidopsis thaliana],0.0,761,False,0.2533,0.0
NP_172120.2,NP_172120,1.4994857,antimicrobial,True,NP_172120.2 acyl-CoA oxidase 6 [Arabidopsis thaliana],0.0,675,False,0.197,0.0
NP_001323910.1,NP_001323910,1.4983491,PR_proteins,False,NP_001323910.1 glycosyl hydrolase 9B12 [Arabidopsis thaliana],0.0,408,False,0.3077,0.0
NP_001331114.1,NP_001331114,1.4982041,PR_proteins,True,NP_001331114.1 Pathogenesis-related thaumatin superfamily protein [Arabidopsis thaliana],0.0,243,False,0.2609,0.0
NP_001327775.1,NP_001327775,1.4981155,antimicrobial,False,NP_001327775.1 1-deoxy-D-xylulose 5-phosphate synthase 1 [Arabidopsis thaliana],0.0,677,False,0.1667,0.0
NP_849600.1,NP_849600,1.4977179,cell_death_HR,False,NP_849600.1 Ribosomal protein S5/Elongation factor G/III/V family protein [Arabidopsis thaliana],0.0,987,False,0.1134,0.0
NP_001321282.1,NP_001321282,1.4977179,cell_death_HR,False,NP_001321282.1 Ribosomal protein S5/Elongation factor G/III/V family protein [Arabidopsis thaliana],0.0,987,False,0.1134,0.0
NP_172112.1,NP_172112,1.4977179,cell_death_HR,False,NP_172112.1 Ribosomal protein S5/Elongation factor G/III/V family protein [Arabidopsis thaliana],0.0,987,False,0.1134,0.0
NP_177899.1,NP_177899,1.497609,antimicrobial,False,NP_177899.1 nitrate reductase 1 [Arabidopsis thaliana],0.0,917,False,0.1333,0.0
NP_566193.2,NP_566193,1.4974581,cell_death_HR,False,NP_566193.2 exportin 1B [Arabidopsis thaliana],0.0,1076,True,0.1226,0.0
NP_001319339.1,NP_001319339,1.4969046,cell_death_HR,False,NP_001319339.1 Copine (Calcium-dependent phospholipid-binding protein) family [Arabidopsis thaliana],0.0,433,False,0.1667,0.0
NP_001077787.1,NP_001077787,1.4969046,cell_death_HR,False,NP_001077787.1 Copine (Calcium-dependent phospholipid-binding protein) family [Arabidopsis thaliana],0.0,433,False,0.1667,0.0
NP_974100.1,NP_974100,1.4969046,cell_death_HR,False,NP_974100.1 Copine (Calcium-dependent phospholipid-binding protein) family [Arabidopsis thaliana],0.0,433,False,0.1667,0.0
NP_564907.1,NP_564907,1.4969046,cell_death_HR,False,NP_564907.1 Copine (Calcium-dependent phospholipid-binding protein) family [Arabidopsis thaliana],0.0,433,False,0.1667,0.0
NP_001031784.1,NP_001031784,1.4969001,cell_death_HR,False,NP_001031784.1 beta carbonic anhydrase 5 [Arabidopsis thaliana],0.0,302,False,0.069,0.0
NP_191190.2,NP_191190,1.4965663,PR_proteins,False,NP_191190.2 Melibiase family protein [Arabidopsis thaliana],0.0,437,False,0.1667,0.0
NP_001325881.1,NP_001325881,1.496485,cell_death_HR,False,NP_001325881.1 thioredoxin domain PLP3A-like protein [Arabidopsis thaliana],0.0,230,False,0.3182,0.0
NP_190665.2,NP_190665,1.4964834,cell_death_HR,False,NP_190665.2 thioredoxin domain PLP3A-like protein [Arabidopsis thaliana],0.0,230,False,0.3182,0.0
NP_001189570.1,NP_001189570,1.4962959,cell_death_HR,False,NP_001189570.1 SUMO-activating enzyme 2 [Arabidopsis thaliana],0.0,628,False,0.2623,0.0
NP_001323667.1,NP_001323667,1.4962845,antimicrobial,True,NP_001323667.1 pantothenate kinase [Arabidopsis thaliana],0.0,348,False,0.2121,0.0
NP_565755.1,NP_565755,1.49575,PR_proteins,False,NP_565755.1 beta galactosidase 9 [Arabidopsis thaliana],0.0,887,False,0.0805,0.0
NP_001078740.1,NP_001078740,1.4954519,cell_death_HR,False,NP_001078740.1 protein-l-isoaspartate methyltransferase 2 [Arabidopsis thaliana],0.0,306,False,0.2759,0.0
NP_191556.1,NP_191556,1.4949416,cell_death_HR,True,NP_191556.1 methylenetetrahydrofolate reductase 1 [Arabidopsis thaliana],0.0,592,False,0.1379,0.0
NP_195112.2,NP_195112,1.4949069,PR_proteins,False,NP_195112.2 Glycosyl hydrolase family 10 protein [Arabidopsis thaliana],0.0,576,False,0.125,0.0
NP_001319124.1,NP_001319124,1.4946454,PR_proteins,False,NP_001319124.1 beta-galactosidase 15 [Arabidopsis thaliana],0.0,779,False,0.1579,0.0
NP_190958.1,NP_190958,1.4943621,cell_death_HR,False,NP_190958.1 uracil phosphoribosyltransferase [Arabidopsis thaliana],0.0,296,False,0.2143,0.0
NP_175553.1,NP_175553,1.4942772,antimicrobial,False,NP_175553.1 sucrose-phosphatase 1 [Arabidopsis thaliana],0.0,423,False,0.1463,0.0
NP_001319120.1,NP_001319120,1.494236,cell_death_HR,False,NP_001319120.1 N-acetylglucosamine-1-phosphate uridylyltransferase 1 [Arabidopsis thaliana],0.0,383,False,0.2703,0.0
NP_564320.1,NP_564320,1.4937923,PR_proteins,False,NP_564320.1 Papain family cysteine protease [Arabidopsis thaliana],0.0,346,False,0.0606,0.0
NP_199776.1,NP_199776,1.4921032,antimicrobial,True,NP_199776.1 xylulose kinase-2 [Arabidopsis thaliana],0.0,558,False,0.1667,0.0
NP_180873.1,NP_180873,1.4920512,antimicrobial,False,NP_180873.1 peroxisomal 3-ketoacyl-CoA thiolase 3 [Arabidopsis thaliana],0.0,462,False,0.3111,0.0
NP_565338.1,NP_565338,1.4919578,cell_death_HR,False,"NP_565338.1 RNA helicase, ATP-dependent, SK12/DOB1 protein [Arabidopsis thaliana]",0.0,995,False,0.2551,0.0
NP_850606.1,NP_850606,1.4913721,cell_death_HR,False,NP_850606.1 RHOMBOID-like protein 14 [Arabidopsis thaliana],0.0,334,False,0.3125,0.0
NP_568550.1,NP_568550,1.4913614,cell_death_HR,False,NP_568550.1 NADH-ubiquinone dehydrogenase [Arabidopsis thaliana],0.0,748,False,0.137,0.0
NP_178111.1,NP_178111,1.4908587,cell_death_HR,False,NP_178111.1 heat shock protein 91 [Arabidopsis thaliana],0.0,831,False,0.2683,0.0
NP_198669.1,NP_198669,1.4907298,antimicrobial,False,NP_198669.1 tryptophan synthase beta type 2 [Arabidopsis thaliana],0.0,506,False,0.2041,0.0
NP_171965.1,NP_171965,1.4904058,antimicrobial,False,NP_171965.1 peroxisomal 3-ketoacyl-CoA thiolase 4 [Arabidopsis thaliana],0.0,443,False,0.3023,0.0
NP_201186.1,NP_201186,1.4899653,PR_proteins,False,NP_201186.1 beta-galactosidase 10 [Arabidopsis thaliana],0.0,741,False,0.137,0.0
NP_001320597.1,NP_001320597,1.4899104,PR_proteins,False,NP_001320597.1 beta-galactosidase 16 [Arabidopsis thaliana],0.0,820,False,0.1358,0.0
NP_001325739.1,NP_001325739,1.4898304,PR_proteins,False,NP_001325739.1 beta-galactosidase 2 [Arabidopsis thaliana],0.0,781,False,0.1169,0.0
NP_200483.2,NP_200483,1.4896979,antimicrobial,False,NP_200483.2 Lactate/malate dehydrogenase family protein [Arabidopsis thaliana],0.0,372,False,0.2222,0.0
NP_181404.1,NP_181404,1.4894431,antimicrobial,False,NP_181404.1 mevalonate diphosphate decarboxylase 1 [Arabidopsis thaliana],0.0,412,False,0.275,0.0
NP_172631.2,NP_172631,1.4889878,cell_death_HR,False,NP_172631.2 heat shock protein 70 (Hsp 70) family protein [Arabidopsis thaliana],0.0,763,False,0.0667,0.0
NP_001322125.1,NP_001322125,1.4889878,cell_death_HR,False,NP_001322125.1 heat shock protein 70 (Hsp 70) family protein [Arabidopsis thaliana],0.0,763,False,0.0667,0.0
NP_001322127.1,NP_001322127,1.4889878,cell_death_HR,False,NP_001322127.1 heat shock protein 70 (Hsp 70) family protein [Arabidopsis thaliana],0.0,763,False,0.0667,0.0
NP_001185125.1,NP_001185125,1.488974,cell_death_HR,False,NP_001185125.1 extra-large GTP-binding protein 3 [Arabidopsis thaliana],0.0,848,False,0.241,0.0
NP_001319126.1,NP_001319126,1.488971,cell_death_HR,False,NP_001319126.1 extra-large GTP-binding protein 3 [Arabidopsis thaliana],0.0,848,False,0.241,0.0
NP_001320661.1,NP_001320661,1.488971,cell_death_HR,False,NP_001320661.1 extra-large GTP-binding protein 3 [Arabidopsis thaliana],0.0,848,False,0.241,0.0
NP_849737.1,NP_849737,1.488971,cell_death_HR,False,NP_849737.1 extra-large GTP-binding protein 3 [Arabidopsis thaliana],0.0,848,False,0.241,0.0
NP_001320662.1,NP_001320662,1.488971,cell_death_HR,False,NP_001320662.1 extra-large GTP-binding protein 3 [Arabidopsis thaliana],0.0,848,False,0.241,0.0
NP_174475.1,NP_174475,1.488971,cell_death_HR,False,NP_174475.1 extra-large GTP-binding protein 3 [Arabidopsis thaliana],0.0,848,False,0.241,0.0
NP_179021.3,NP_179021,1.488957,cell_death_HR,False,NP_179021.3 minichromosome maintenance 9 [Arabidopsis thaliana],0.0,646,False,0.2222,0.0
NP_566995.1,NP_566995,1.4887383,antimicrobial,True,NP_566995.1 GHMP kinase family protein [Arabidopsis thaliana],0.0,419,False,0.2,0.0
NP_001332484.1,NP_001332484,1.4886696,cell_death_HR,False,NP_001332484.1 Actin binding Calponin homology (CH) domain-containing protein [Arabidopsis thaliana],0.0,714,False,0.3286,0.0169
NP_001318801.1,NP_001318801,1.4886696,cell_death_HR,False,NP_001318801.1 Actin binding Calponin homology (CH) domain-containing protein [Arabidopsis thaliana],0.0,714,False,0.3286,0.0169
NP_001332485.1,NP_001332485,1.4886696,cell_death_HR,False,NP_001332485.1 Actin binding Calponin homology (CH) domain-containing protein [Arabidopsis thaliana],0.0,714,False,0.3286,0.0169
NP_568620.1,NP_568620,1.4883142,PR_proteins,False,NP_568620.1 Granulin repeat cysteine protease family protein [Arabidopsis thaliana],0.0,463,False,0.1556,0.0
NP_001117303.1,NP_001117303,1.4880068,antimicrobial,False,NP_001117303.1 ketose-bisphosphate aldolase class-II family protein [Arabidopsis thaliana],0.0,1374,True,0.2721,0.0
NP_001324194.1,NP_001324194,1.487851,PR_proteins,False,NP_001324194.1 beta-galactosidase 8 [Arabidopsis thaliana],0.0,702,False,0.1304,0.0
NP_001185357.1,NP_001185357,1.4872596,PR_proteins,False,NP_001185357.1 expansin A1 [Arabidopsis thaliana],0.0,245,False,0.3913,0.0
NP_175984.1,NP_175984,1.4869308,antimicrobial,False,NP_175984.1 Pyridoxal-5'-phosphate-dependent enzyme family protein [Arabidopsis thaliana],0.0,421,False,0.1463,0.0
NP_181292.1,NP_181292,1.4868219,cell_death_HR,False,NP_181292.1 origin recognition complex second largest subunit 2 [Arabidopsis thaliana],0.0,363,False,0.1429,0.0
NP_565052.1,NP_565052,1.4864898,cell_death_HR,False,NP_565052.1 inorganic pyrophosphatase 1 [Arabidopsis thaliana],0.0,295,False,0.1786,0.0
NP_566642.1,NP_566642,1.4862992,cell_death_HR,False,NP_566642.1 glutamyl-tRNA (Gln) amidotransferase subunit A (DUF620) [Arabidopsis thaliana],0.0,485,False,0.234,0.0104
NP_197905.1,NP_197905,1.4859779,cell_death_HR,False,NP_197905.1 Ribosomal protein S5/Elongation factor G/III/V family protein [Arabidopsis thaliana],0.0,973,False,0.1146,0.0
NP_001318643.1,NP_001318643,1.4859779,cell_death_HR,False,NP_001318643.1 Ribosomal protein S5/Elongation factor G/III/V family protein [Arabidopsis thaliana],0.0,973,False,0.1146,0.0
NP_851103.1,NP_851103,1.4858688,cell_death_HR,False,NP_851103.1 NADH-ubiquinone dehydrogenase [Arabidopsis thaliana],0.0,745,False,0.137,0.0
NP_001322668.1,NP_001322668,1.4856966,cell_death_HR,False,NP_001322668.1 C2 calcium/lipid-binding and GRAM domain containing protein [Arabidopsis thaliana],0.0,805,False,0.2405,0.0
NP_564321.2,NP_564321,1.4852636,PR_proteins,False,NP_564321.2 Cysteine proteinases superfamily protein [Arabidopsis thaliana],0.0,355,False,0.1471,0.0
NP_188767.2,NP_188767,1.4852386,cell_death_HR,False,NP_188767.2 RNA methyltransferase family protein [Arabidopsis thaliana],0.0,554,False,0.1667,0.0
NP_001321678.1,NP_001321678,1.4852232,cell_death_HR,False,NP_001321678.1 vacuole membrane-like protein [Arabidopsis thaliana],0.0,344,False,0.1818,0.0
NP_001321677.1,NP_001321677,1.4852232,cell_death_HR,False,NP_001321677.1 vacuole membrane-like protein [Arabidopsis thaliana],0.0,344,False,0.1818,0.0
NP_187864.1,NP_187864,1.4848973,cell_death_HR,False,NP_187864.1 heat shock protein 70 [Arabidopsis thaliana],0.0,650,False,0.2188,0.0
NP_850072.1,NP_850072,1.4848496,cell_death_HR,False,NP_850072.1 haloacid dehalogenase-like hydrolase family protein [Arabidopsis thaliana],0.0,584,False,0.2105,0.0
NP_181370.1,NP_181370,1.4848019,cell_death_HR,False,NP_181370.1 prenylated RAB acceptor 1.B4 [Arabidopsis thaliana],0.0,220,False,0.5714,0.0
NP_001326566.1,NP_001326566,1.4845839,PR_proteins,False,NP_001326566.1 alpha-L-arabinofuranosidase 1 [Arabidopsis thaliana],0.0,678,False,0.1818,0.0
NP_187685.1,NP_187685,1.4845839,PR_proteins,False,NP_187685.1 alpha-L-arabinofuranosidase 1 [Arabidopsis thaliana],0.0,678,False,0.1818,0.0
NP_001185028.1,NP_001185028,1.4843667,antimicrobial,False,NP_001185028.1 ketose-bisphosphate aldolase class-II family protein [Arabidopsis thaliana],0.0,1393,True,0.2826,0.0
