protein_id,z_max,best_category,pctl_max,description
NP_198565.1,1.085104,NBS_LRR,96.48391312464994,NP_198565.1 ARM repeat superfamily protein [Arabidopsis thaliana]
NP_181679.4,1.0850158,PR_proteins,95.35752069201568,NP_181679.4 peroxidase superfamily protein [Arabidopsis thaliana]
NP_179549.1,1.0849749,NBS_LRR,93.26446366710228,NP_179549.1 ACC oxidase 1 [Arabidopsis thaliana]
NP_568445.1,1.084616,PR_proteins,96.17897815669924,NP_568445.1 NagB/RpiA/CoA transferase-like superfamily protein [Arabidopsis thaliana]
NP_197602.2,1.0826163,antimicrobial,93.1918601033045,NP_197602.2 PAZ domain-containing protein / piwi domain-containing protein [Arabidopsis thaliana]
NP_563647.1,1.0825334,PR_proteins,95.27039641545834,NP_563647.1 Cysteine proteinases superfamily protein [Arabidopsis thaliana]
NP_190481.1,1.0812271,PR_proteins,95.22890866471674,NP_190481.1 peroxidase CB [Arabidopsis thaliana]
NP_191819.1,1.0785414,PR_proteins,95.16875142614144,NP_191819.1 DNAJ heat shock family protein [Arabidopsis thaliana]
NP_186995.1,1.0781698,cell_death_HR,92.91389217333582,NP_186995.1 RGA-like 2 [Arabidopsis thaliana]
NP_001032116.1,1.0769938,NBS_LRR,93.1348144460348,NP_001032116.1 exocyst subunit exo70 family protein E2 [Arabidopsis thaliana]
NP_200909.1,1.0769938,NBS_LRR,93.1348144460348,NP_200909.1 exocyst subunit exo70 family protein E2 [Arabidopsis thaliana]
NP_179937.1,1.0768222,NBS_LRR,93.1296284771921,NP_179937.1 methyl esterase 7 [Arabidopsis thaliana]
NP_179409.1,1.0767018,cell_death_HR,92.8454373846122,NP_179409.1 MAP kinase 7 [Arabidopsis thaliana]
NP_197186.1,1.074067,cell_death_HR,92.73964362022112,NP_197186.1 binding partner of acd11 1 [Arabidopsis thaliana]
NP_198505.2,1.0737914,PR_proteins,95.04221378637958,NP_198505.2 beta glucosidase 42 [Arabidopsis thaliana]
NP_567724.1,1.072871,antimicrobial,94.1730454083432,NP_567724.1 fibrillarin 2 [Arabidopsis thaliana]
NP_565959.1,1.0725533,antimicrobial,94.54436077748043,NP_565959.1 amino-terminal glutamine amidohydrolase [Arabidopsis thaliana]
NP_172684.1,1.0701259,antimicrobial,92.78528014603688,NP_172684.1 Flavin-binding monooxygenase family protein [Arabidopsis thaliana]
NP_849925.1,1.0699704,RLK_defense,98.64335055074989,NP_849925.1 CHASE domain containing histidine kinase protein [Arabidopsis thaliana]
NP_177492.1,1.0693583,cell_death_HR,92.61518036799636,NP_177492.1 MAP kinase kinase 9 [Arabidopsis thaliana]
NP_565359.1,1.0684206,antimicrobial,92.72304851992448,NP_565359.1 AGD2-like defense response protein 1 [Arabidopsis thaliana]
NP_567953.1,1.068184,NBS_LRR,92.96160308668864,NP_567953.1 UDP-glucosyl transferase 73B3 [Arabidopsis thaliana]
NP_567132.4,1.0673815,cell_death_HR,92.70852780716493,NP_567132.4 Transducin/WD40 repeat-like superfamily protein [Arabidopsis thaliana]
NP_178052.1,1.0659918,cell_death_HR,92.50316344099406,NP_178052.1 metacaspase 4 [Arabidopsis thaliana]
NP_001328552.1,1.0659826,cell_death_HR,92.50108905345697,NP_001328552.1 diacylglycerol kinase 7 [Arabidopsis thaliana]
NP_201189.1,1.0656426,PR_proteins,94.78706411931876,NP_201189.1 Glycosyl hydrolases family 31 protein [Arabidopsis thaliana]
NP_001078596.1,1.0653461,cell_death_HR,92.47930798431764,NP_001078596.1 binding partner of acd11 1 [Arabidopsis thaliana]
NP_200647.1,1.0646613,PR_proteins,94.75179953118842,NP_200647.1 Peroxidase superfamily protein [Arabidopsis thaliana]
NP_973838.1,1.0582687,cell_death_HR,92.30817101250857,"NP_973838.1 Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Arabidopsis thaliana]"
NP_173044.1,1.0582687,cell_death_HR,92.30817101250857,"NP_173044.1 Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Arabidopsis thaliana]"
NP_568722.1,1.0573455,PR_proteins,94.51739373949842,NP_568722.1 Cysteine proteinases superfamily protein [Arabidopsis thaliana]
NP_190270.1,1.0552063,PR_proteins,94.45931088846018,"NP_190270.1 Serine protease inhibitor, potato inhibitor I-type family protein [Arabidopsis thaliana]"
NP_001078595.1,1.0542365,cell_death_HR,92.2106747982658,NP_001078595.1 binding partner of acd11 1 [Arabidopsis thaliana]
NP_564276.1,1.0538385,RLK_defense,97.00458439645696,NP_564276.1 histidine kinase 3 [Arabidopsis thaliana]
NP_001322306.1,1.0503513,PR_proteins,94.31825253593875,NP_001322306.1 ARGONAUTE 3 [Arabidopsis thaliana]
NP_567004.1,1.0502996,cell_death_HR,92.09658348372643,NP_567004.1 tryptophan synthase alpha chain [Arabidopsis thaliana]
NP_191571.4,1.0493016,PR_proteins,94.27883917273424,NP_191571.4 beta glucosidase 27 [Arabidopsis thaliana]
NP_189318.1,1.049142,NBS_LRR,92.54050241666148,NP_189318.1 Cytochrome P450 superfamily protein [Arabidopsis thaliana]
NP_001189957.1,1.048134,antimicrobial,92.02916588877132,NP_001189957.1 nuclear RNA polymerase D2A [Arabidopsis thaliana]
NP_189020.2,1.048134,antimicrobial,92.02916588877132,NP_189020.2 nuclear RNA polymerase D2A [Arabidopsis thaliana]
NP_567642.1,1.0476164,antimicrobial,92.007384819632,NP_567642.1 Ubiquitin-like superfamily protein [Arabidopsis thaliana]
NP_174510.1,1.0467067,RLK_defense,96.93198083265916,NP_174510.1 MAP kinase kinase 10 [Arabidopsis thaliana]
NP_564333.1,1.0462213,cell_death_HR,91.97004584396456,NP_564333.1 MAC/Perforin domain-containing protein [Arabidopsis thaliana]
NP_850045.2,1.045963,cell_death_HR,91.96174829381624,NP_850045.2 tetraspanin8 [Arabidopsis thaliana]
NP_568699.1,1.0449965,PR_proteins,94.1626734706578,NP_568699.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_192787.1,1.0447477,NBS_LRR,92.42018793951084,NP_192787.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Arabidopsis thaliana]
NP_001031975.1,1.0443567,PR_proteins,94.13778082021284,NP_001031975.1 beta glucosidase 42 [Arabidopsis thaliana]
NP_563748.1,1.0435052,NBS_LRR,98.01688551455184,NP_563748.1 alpha/beta-Hydrolases superfamily protein [Arabidopsis thaliana]
NP_849429.1,1.0434712,cell_death_HR,91.8590661107308,NP_849429.1 phosphatase-like protein [Arabidopsis thaliana]
NP_194088.1,1.0434712,cell_death_HR,91.8590661107308,NP_194088.1 phosphatase-like protein [Arabidopsis thaliana]
NP_200925.1,1.0433304,PR_proteins,94.09421868193417,NP_200925.1 Ribosomal protein S19e family protein [Arabidopsis thaliana]
NP_680473.2,1.0425538,NBS_LRR,96.29099508370152,NP_680473.2 Phototropic-responsive NPH3 family protein [Arabidopsis thaliana]
NP_001320915.1,1.042475,cell_death_HR,91.82276432883192,NP_001320915.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_001322169.1,1.0422825,NBS_LRR,96.03584541664074,NP_001322169.1 glutamate receptor 3.3 [Arabidopsis thaliana]
NP_174978.1,1.0422825,NBS_LRR,96.03584541664074,NP_174978.1 glutamate receptor 3.3 [Arabidopsis thaliana]
NP_001322170.1,1.0422825,NBS_LRR,96.03584541664074,NP_001322170.1 glutamate receptor 3.3 [Arabidopsis thaliana]
NP_001327206.1,1.0416574,antimicrobial,91.79787167838695,NP_001327206.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_179896.1,1.0414866,cell_death_HR,91.7937229033128,NP_179896.1 natural resistance-associated macrophage protein 3 [Arabidopsis thaliana]
NP_175377.2,1.0413995,antimicrobial,91.7833509656274,NP_175377.2 elongator protein 2 [Arabidopsis thaliana]
NP_565456.2,1.0400922,antimicrobial,91.71489617690376,NP_565456.2 Transducin family protein / WD-40 repeat family protein [Arabidopsis thaliana]
NP_175170.1,1.0396962,NBS_LRR,92.28742713713775,NP_175170.1 Toll-Interleukin-Resistance (TIR) domain family protein [Arabidopsis thaliana]
NP_974613.1,1.0388548,cell_death_HR,91.7159333706723,NP_974613.1 Serine/Threonine-kinase [Arabidopsis thaliana]
NP_194233.1,1.0388548,cell_death_HR,91.7159333706723,NP_194233.1 Serine/Threonine-kinase [Arabidopsis thaliana]
NP_568553.1,1.0380478,cell_death_HR,91.6900035264588,NP_568553.1 ADP-ribosylation factor-like A1A [Arabidopsis thaliana]
NP_567135.1,1.03514,NBS_LRR,93.34121600597425,NP_567135.1 F-box/RNI-like superfamily protein [Arabidopsis thaliana]
NP_194773.1,1.0315534,antimicrobial,91.37262223328564,NP_194773.1 UDP-D-glucuronate 4-epimerase 1 [Arabidopsis thaliana]
NP_569051.1,1.0312809,cell_death_HR,91.4244819217126,NP_569051.1 ADP-ribosylation factor-like A1D [Arabidopsis thaliana]
NP_177213.1,1.0300803,NBS_LRR,92.06339328313317,NP_177213.1 uncharacterized protein AT1G70560 [Arabidopsis thaliana]
NP_190213.2,1.0277742,PR_proteins,94.714460555521,NP_190213.2 kinase-like protein [Arabidopsis thaliana]
NP_201534.1,1.0276113,antimicrobial,91.21911755554171,NP_201534.1 natural resistance associated macrophage protein 4 [Arabidopsis thaliana]
NP_567255.1,1.0272359,NBS_LRR,93.38062936917876,NP_567255.1 GRR1-like protein 1 [Arabidopsis thaliana]
NP_176428.1,1.0263873,NBS_LRR,92.55087435434687,NP_176428.1 ACC oxidase 2 [Arabidopsis thaliana]
NP_001190303.1,1.0261058,antimicrobial,95.35337191694153,NP_001190303.1 protein kinases;ubiquitin-protein ligase [Arabidopsis thaliana]
NP_178175.1,1.0255039,cell_death_HR,91.21496878046756,NP_178175.1 HOPW1-1-interacting 1 [Arabidopsis thaliana]
NP_190556.2,1.0250181,cell_death_HR,91.19422490509676,NP_190556.2 ADP-ribosylation factor-like A1C [Arabidopsis thaliana]
NP_176205.1,1.024885,NBS_LRR,96.19142448192171,NP_176205.1 Matrixin family protein [Arabidopsis thaliana]
NP_196857.2,1.0245814,antimicrobial,95.46953761901798,NP_196857.2 protein kinases;ubiquitin-protein ligase [Arabidopsis thaliana]
NP_001190942.2,1.0245154,cell_death_HR,91.16933225465182,NP_001190942.2 PATATIN-like protein 5 [Arabidopsis thaliana]
NP_001327270.1,1.0232962,antimicrobial,91.03968303358432,NP_001327270.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_001327273.1,1.0232962,antimicrobial,91.03968303358432,NP_001327273.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_194082.2,1.023108,NBS_LRR,91.8953678926297,NP_194082.2 Disease resistance protein (TIR-NBS-LRR class) family [Arabidopsis thaliana]
NP_191142.1,1.0216992,cell_death_HR,91.06146410272366,NP_191142.1 Nucleotide-diphospho-sugar transferases superfamily protein [Arabidopsis thaliana]
NP_001328329.1,1.0201097,cell_death_HR,90.98471176385172,NP_001328329.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_001190647.2,1.0201081,cell_death_HR,90.98263737631464,NP_001190647.2 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_001322307.1,1.0199786,PR_proteins,93.17111622793372,NP_001322307.1 ARGONAUTE 3 [Arabidopsis thaliana]
NP_001031472.1,1.0199683,cell_death_HR,91.12369572883608,NP_001031472.1 Caleosin-related family protein [Arabidopsis thaliana]
NP_001189776.1,1.0179636,cell_death_HR,90.8747692243865,NP_001189776.1 resistance to phytophthora 1 [Arabidopsis thaliana]
NP_179812.1,1.0167615,antimicrobial,90.78971933536624,NP_179812.1 myo-inositol-1-phosphate synthase 2 [Arabidopsis thaliana]
NP_565406.1,1.0151237,RLK_defense,96.51502893770612,NP_565406.1 lysm domain GPI-anchored protein 2 precursor [Arabidopsis thaliana]
NP_171723.2,1.0146221,antimicrobial,91.0075300267596,NP_171723.2 Fatty acid hydroxylase superfamily [Arabidopsis thaliana]
NP_200651.1,1.013601,cell_death_HR,90.70881822142012,NP_200651.1 exocyst subunit exo70 family protein B1 [Arabidopsis thaliana]
NP_199597.1,1.0113289,cell_death_HR,90.61339639471446,NP_199597.1 Gut esterase (DUF1350) [Arabidopsis thaliana]
NP_176808.3,1.0101042,antimicrobial,90.81876076088535,"NP_176808.3 Signal transduction histidine kinase, hybrid-type, ethylene sensor [Arabidopsis thaliana]"
NP_190966.1,1.0090841,PR_proteins,92.7883917273425,NP_190966.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_850700.1,1.0090841,PR_proteins,92.7883917273425,NP_850700.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_683568.1,1.0086976,PR_proteins,95.39071089260896,NP_683568.1 Legume lectin family protein [Arabidopsis thaliana]
NP_200352.2,1.0080595,PR_proteins,92.7520899454436,NP_200352.2 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_197841.1,1.0079764,NBS_LRR,91.48049038521376,NP_197841.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Arabidopsis thaliana]
NP_174033.1,1.007584,antimicrobial,90.38106499056153,NP_174033.1 glutathione S-transferase tau 13 [Arabidopsis thaliana]
NP_001332026.1,1.0074811,NBS_LRR,91.4607837036115,NP_001332026.1 Disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]
NP_001318538.1,1.0074811,NBS_LRR,91.4607837036115,NP_001318538.1 Disease resistance protein (TIR-NBS-LRR class) [Arabidopsis thaliana]
NP_172037.1,1.0045549,NBS_LRR,96.40301201070385,NP_172037.1 P-loop containing nucleoside triphosphate hydrolases superfamily protein [Arabidopsis thaliana]
NP_568824.1,1.0043591,PR_proteins,92.62555230568177,NP_568824.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_172448.1,1.0017381,cell_death_HR,90.19644449976144,NP_172448.1 cell division cycle 5 [Arabidopsis thaliana]
NP_001184890.1,1.0009911,antimicrobial,90.67355363328976,NP_001184890.1 Fatty acid hydroxylase superfamily [Arabidopsis thaliana]
NP_973683.1,0.9995675,antimicrobial,95.40315721783143,NP_973683.1 Integrin-linked protein kinase family [Arabidopsis thaliana]
NP_180758.1,0.9989027,PR_proteins,92.45337814010414,NP_180758.1 PHYTOCYSTATIN 2 [Arabidopsis thaliana]
NP_001032078.1,0.9975765,PR_proteins,92.3869977389176,NP_001032078.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_181913.3,0.9970301,antimicrobial,95.22890866471674,NP_181913.3 Integrin-linked protein kinase family [Arabidopsis thaliana]
NP_001189858.1,0.9968877,NBS_LRR,91.5593171116228,NP_001189858.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Arabidopsis thaliana]
NP_191890.1,0.9957674,cell_death_HR,89.97655942083101,NP_191890.1 Bax inhibitor-1 family protein [Arabidopsis thaliana]
NP_566632.1,0.99549484,NBS_LRR,93.78098616383512,NP_566632.1 plant U-box 25 [Arabidopsis thaliana]
NP_563835.1,0.9951033,cell_death_HR,89.96203870807145,NP_563835.1 soybean gene regulated by cold-2 [Arabidopsis thaliana]
NP_173514.1,0.9948389,cell_death_HR,89.95581554546021,NP_173514.1 Putative AT-hook DNA-binding family protein [Arabidopsis thaliana]
NP_193570.1,0.99478054,antimicrobial,89.8386126496152,NP_193570.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_001329914.1,0.99478054,antimicrobial,89.8386126496152,NP_001329914.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_001185452.1,0.9946698,cell_death_HR,89.95166677038604,"NP_001185452.1 Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Arabidopsis thaliana]"
NP_567192.1,0.99437463,cell_death_HR,89.94129483270065,NP_567192.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_001031566.1,0.99437463,cell_death_HR,89.94129483270065,NP_001031566.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_001328330.1,0.99437463,cell_death_HR,89.94129483270065,NP_001328330.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_186857.1,0.9939261,PR_proteins,92.23556744871075,NP_186857.1 Ribosomal protein S19e family protein [Arabidopsis thaliana]
NP_173387.1,0.99389803,antimicrobial,89.80023648017922,NP_173387.1 dehydroascorbate reductase [Arabidopsis thaliana]
NP_177538.1,0.9931901,antimicrobial,93.5590266973676,NP_177538.1 Phosphoribulokinase / Uridine kinase family [Arabidopsis thaliana]
NP_001320870.1,0.993187,antimicrobial,93.55591511606198,NP_001320870.1 Phosphoribulokinase / Uridine kinase family [Arabidopsis thaliana]
NP_001320871.1,0.993187,antimicrobial,93.55591511606198,NP_001320871.1 Phosphoribulokinase / Uridine kinase family [Arabidopsis thaliana]
NP_564307.1,0.99023485,cell_death_HR,89.81475719293879,NP_564307.1 MAC/Perforin domain-containing protein [Arabidopsis thaliana]
NP_195423.1,0.98918796,cell_death_HR,89.77119505466011,NP_195423.1 PATATIN-like protein 5 [Arabidopsis thaliana]
NP_181250.1,0.98903614,PR_proteins,92.08206277096689,NP_181250.1 Peroxidase superfamily protein [Arabidopsis thaliana]
NP_001318872.1,0.98823327,antimicrobial,98.03659219615407,NP_001318872.1 diacylglycerol kinase 2 [Arabidopsis thaliana]
NP_201182.1,0.98823327,antimicrobial,98.03659219615407,NP_201182.1 diacylglycerol kinase 2 [Arabidopsis thaliana]
NP_192788.1,0.9874419,NBS_LRR,90.99508370153713,NP_192788.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Arabidopsis thaliana]
NP_001332434.1,0.9873325,cell_death_HR,89.69444271578816,NP_001332434.1 zinc finger B-box protein [Arabidopsis thaliana]
NP_199354.3,0.987331,cell_death_HR,89.68925674694546,NP_199354.3 zinc finger B-box protein [Arabidopsis thaliana]
NP_001078717.1,0.987331,cell_death_HR,89.68925674694546,NP_001078717.1 zinc finger B-box protein [Arabidopsis thaliana]
NP_680396.1,0.987331,cell_death_HR,89.68925674694546,NP_680396.1 zinc finger B-box protein [Arabidopsis thaliana]
NP_001332433.1,0.987331,cell_death_HR,89.68925674694546,NP_001332433.1 zinc finger B-box protein [Arabidopsis thaliana]
NP_175425.2,0.98718244,antimicrobial,91.32594851370132,NP_175425.2 target of rapamycin [Arabidopsis thaliana]
NP_188425.2,0.98569995,cell_death_HR,89.63843425228701,NP_188425.2 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_186817.1,0.98491424,PR_proteins,91.86632646711058,NP_186817.1 sieve element occlusion amino-terminus protein [Arabidopsis thaliana]
NP_001077983.1,0.98463875,antimicrobial,89.3438712220217,NP_001077983.1 glutathione S-transferase PHI 9 [Arabidopsis thaliana]
NP_177174.1,0.9833315,PR_proteins,95.60644719646524,NP_177174.1 matrix metalloproteinase [Arabidopsis thaliana]
NP_189154.1,0.9833124,NBS_LRR,90.88099238699772,"NP_189154.1 cytochrome P450, family 82, subfamily G, polypeptide 1 [Arabidopsis thaliana]"
NP_001190648.1,0.98296213,cell_death_HR,89.5160453875993,NP_001190648.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_001078575.1,0.980647,cell_death_HR,89.4351442736532,NP_001078575.1 CRT (chloroquine-resistance transporter)-like transporter 3 [Arabidopsis thaliana]
NP_001327272.1,0.9799493,antimicrobial,89.14680440599912,NP_001327272.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_001327274.1,0.9799493,antimicrobial,89.14680440599912,NP_001327274.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_001327271.1,0.9799493,antimicrobial,89.14680440599912,NP_001327271.1 Aldolase-type TIM barrel family protein [Arabidopsis thaliana]
NP_187728.1,0.97978455,NBS_LRR,90.94322401311013,NP_187728.1 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Arabidopsis thaliana]
NP_567564.1,0.9782173,antimicrobial,97.62482627004376,NP_567564.1 cellulose synthase family protein [Arabidopsis thaliana]
NP_566861.1,0.97821665,cell_death_HR,89.34801999709586,NP_566861.1 actin-related protein 6 [Arabidopsis thaliana]
NP_178161.1,0.9774281,cell_death_HR,89.31897857157675,NP_178161.1 Actin-like ATPase superfamily protein [Arabidopsis thaliana]
NP_177103.1,0.9769022,antimicrobial,92.138071234468,NP_177103.1 Argonaute family protein [Arabidopsis thaliana]
NP_191107.1,0.9737555,NBS_LRR,90.55531354367623,NP_191107.1 Calcium-dependent lipid-binding (CaLB domain) family protein [Arabidopsis thaliana]
NP_974359.1,0.97244763,NBS_LRR,90.51175140539756,"NP_974359.1 cytochrome P450, family 82, subfamily G, polypeptide 1 [Arabidopsis thaliana]"
NP_001326132.1,0.9720036,antimicrobial,88.8128280125293,NP_001326132.1 ARM repeat superfamily protein [Arabidopsis thaliana]
NP_187508.5,0.9720036,antimicrobial,88.8128280125293,NP_187508.5 ARM repeat superfamily protein [Arabidopsis thaliana]
NP_001319503.1,0.9720036,antimicrobial,88.8128280125293,NP_001319503.1 ARM repeat superfamily protein [Arabidopsis thaliana]
NP_173824.2,0.9715109,NBS_LRR,95.00280042317506,NP_173824.2 Matrixin family protein [Arabidopsis thaliana]
NP_001078324.1,0.9709024,antimicrobial,88.75059638641692,NP_001078324.1 cysteine synthase C1 [Arabidopsis thaliana]
NP_195955.1,0.97079283,RLK_defense,95.65830688489224,NP_195955.1 Legume lectin family protein [Arabidopsis thaliana]
NP_199891.4,0.9687504,antimicrobial,98.89020266766238,"NP_199891.4 Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein [Arabidopsis thaliana]"
NP_001078506.1,0.96812314,cell_death_HR,88.95803514012488,NP_001078506.1 Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein [Arabidopsis thaliana]
NP_001320916.1,0.96787256,cell_death_HR,88.94247723359679,NP_001320916.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_563882.1,0.96787256,cell_death_HR,88.94247723359679,NP_563882.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_191052.2,0.967477,PR_proteins,91.21704316800464,NP_191052.2 Pectin lyase-like superfamily protein [Arabidopsis thaliana]
NP_200469.1,0.9671254,cell_death_HR,93.17111622793372,NP_200469.1 MAP kinase kinase 6 [Arabidopsis thaliana]
NP_001190152.1,0.9665795,antimicrobial,88.50996743211567,NP_001190152.1 cysteine synthase C1 [Arabidopsis thaliana]
NP_001331084.1,0.9660934,antimicrobial,97.34685834007507,NP_001331084.1 diacylglycerol kinase1 [Arabidopsis thaliana]
NP_173985.1,0.9658228,antimicrobial,88.46225651876284,NP_173985.1 Eukaryotic translation initiation factor 5A-1 (eIF-5A 1) protein [Arabidopsis thaliana]
NP_190555.2,0.9653023,cell_death_HR,88.84601821312258,NP_190555.2 ADP-ribosylation factor-like A1B [Arabidopsis thaliana]
NP_182167.2,0.96506166,NBS_LRR,90.30638703922666,NP_182167.2 cyclic nucleotide-gated channels [Arabidopsis thaliana]
NP_051066.1,0.9634349,antimicrobial,88.34816520422345,NP_051066.1 ATP synthase CF1 beta subunit (chloroplast) [Arabidopsis thaliana]
NP_181455.1,0.96231955,antimicrobial,98.79685522849378,NP_181455.1 PATATIN-like protein 6 [Arabidopsis thaliana]
NP_174980.3,0.9620615,antimicrobial,89.19866409442612,NP_174980.3 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_199498.2,0.9619849,cell_death_HR,88.70392266683261,NP_199498.2 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_001330925.1,0.9619849,cell_death_HR,88.70392266683261,NP_001330925.1 RNA-binding (RRM/RBD/RNP motifs) family protein [Arabidopsis thaliana]
NP_001078806.1,0.961953,antimicrobial,92.72719729499866,NP_001078806.1 calcium-dependent protein kinase 28 [Arabidopsis thaliana]
NP_173944.1,0.9612357,antimicrobial,96.8656004314726,NP_173944.1 Phosphoribulokinase / Uridine kinase family [Arabidopsis thaliana]
NP_189586.1,0.960991,NBS_LRR,90.1611799116311,NP_189586.1 exocyst subunit exo70 family protein E1 [Arabidopsis thaliana]
NP_001331924.1,0.96068823,antimicrobial,88.2423714398324,NP_001331924.1 syntaxin of plants 41 [Arabidopsis thaliana]
NP_198050.1,0.96068823,antimicrobial,88.2423714398324,NP_198050.1 syntaxin of plants 41 [Arabidopsis thaliana]
NP_001031950.1,0.96068823,antimicrobial,88.2423714398324,NP_001031950.1 syntaxin of plants 41 [Arabidopsis thaliana]
NP_174414.1,0.9603962,PR_proteins,90.92870330035056,NP_174414.1 ARGONAUTE 3 [Arabidopsis thaliana]
NP_566256.1,0.95867467,antimicrobial,88.3751322422055,NP_566256.1 syntaxin of plants 43 [Arabidopsis thaliana]
NP_001319256.1,0.9578768,NBS_LRR,90.07509282884229,NP_001319256.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]
NP_176050.1,0.9578768,NBS_LRR,90.07509282884229,NP_176050.1 Tetratricopeptide repeat (TPR)-like superfamily protein [Arabidopsis thaliana]
NP_001031578.1,0.9571818,antimicrobial,89.97655942083101,NP_001031578.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_192169.1,0.9571818,antimicrobial,89.97863380836807,NP_192169.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_176768.1,0.9565573,antimicrobial,87.98307299769743,NP_176768.1 cytosolic NADP+-dependent isocitrate dehydrogenase [Arabidopsis thaliana]
NP_197366.1,0.95566684,cell_death_HR,88.60953803389549,NP_197366.1 CHY-type/CTCHY-type/RING-type Zinc finger protein [Arabidopsis thaliana]
NP_849294.1,0.954022,cell_death_HR,88.34401642914929,NP_849294.1 RNA-binding protein-defense related 1 [Arabidopsis thaliana]
NP_187531.1,0.9536776,cell_death_HR,88.3232725537785,NP_187531.1 Ribosomal protein L10 family protein [Arabidopsis thaliana]
NP_199660.1,0.9536186,PR_proteins,90.66110730806729,NP_199660.1 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Arabidopsis thaliana]
NP_198893.1,0.9535577,cell_death_HR,88.31497500363018,NP_198893.1 prohibitin 3 [Arabidopsis thaliana]
NP_567942.1,0.9528369,antimicrobial,87.7922293442861,NP_567942.1 zinc finger SWIM domain protein [Arabidopsis thaliana]
NP_850519.1,0.95270157,antimicrobial,88.03908146119858,NP_850519.1 syntaxin of plants 43 [Arabidopsis thaliana]
NP_193268.3,0.9523528,NBS_LRR,89.90810463210737,"NP_193268.3 cytochrome P450, family 705, subfamily A, polypeptide 1 [Arabidopsis thaliana]"
NP_001117268.1,0.9520692,antimicrobial,88.8750596386417,NP_001117268.1 Seven transmembrane MLO family protein [Arabidopsis thaliana]
NP_177096.1,0.95188516,antimicrobial,92.1422200095422,NP_177096.1 chorismate mutase 3 [Arabidopsis thaliana]
NP_563816.1,0.95153266,PR_proteins,90.56775986889872,NP_563816.1 calreticulin 3 [Arabidopsis thaliana]
NP_181620.1,0.9514527,PR_proteins,90.5594623187504,NP_181620.1 cystatin A [Arabidopsis thaliana]
NP_001031755.1,0.9512211,PR_proteins,90.55116476860206,NP_001031755.1 low-molecular-weight cysteine-rich 19 [Arabidopsis thaliana]
NP_190614.1,0.9508063,NBS_LRR,89.88736075673658,NP_190614.1 homolog of RPW8 1 [Arabidopsis thaliana]
